 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.65000000e+00  4.04968049e-01  6.01473142e-05  7.83208162e-06  7.99317026e-05  5.93451761e-06  6.71727744e-05  3.13627007e+09  1.00000000e-06  6.00000000e-07 
 1.00000000e-05  4.12500000e-01  1.65000000e+00  4.68251248e-01  9.20113008e-05  7.83208162e-06  7.99317026e-05  1.11719718e-05  9.87952819e-05  2.13240914e+09  1.00000000e-06  6.00000000e-07 
 1.50000000e-05  4.12500000e-01  1.65000000e+00  5.14427813e-01  1.16586284e-04  7.83208162e-06  7.99317026e-05  1.62912237e-05  1.23011233e-04  1.71262377e+09  1.00000000e-06  6.00000000e-07 
 2.00000000e-05  4.12500000e-01  1.65000000e+00  5.52284383e-01  1.36998711e-04  7.83208162e-06  7.99317026e-05  2.13268441e-05  1.43016127e-04  1.47306437e+09  1.00000000e-06  6.00000000e-07 
 2.50000000e-05  4.12500000e-01  1.65000000e+00  5.85234269e-01  1.54693369e-04  7.83208162e-06  7.99317026e-05  2.63241916e-05  1.60273128e-04  1.31445592e+09  1.00000000e-06  6.00000000e-07 
 3.00000000e-05  4.12500000e-01  1.65000000e+00  6.14810022e-01  1.70368377e-04  7.83208162e-06  7.99317026e-05  3.12901989e-05  1.75489922e-04  1.20047897e+09  1.00000000e-06  6.00000000e-07 
 5.00000000e-06  8.25000000e-01  1.65000000e+00  4.04968040e-01  6.01473098e-05  8.50951414e-05  2.85350905e-04  5.93451700e-06  6.71727701e-05  2.88659545e+08  1.00000000e-06  6.00000000e-07 
 1.00000000e-05  8.25000000e-01  1.65000000e+00  4.68251248e-01  9.20113008e-05  8.50951414e-05  2.85350905e-04  1.11719718e-05  9.87952819e-05  1.96265053e+08  1.00000000e-06  6.00000000e-07 
 1.50000000e-05  8.25000000e-01  1.65000000e+00  5.14427813e-01  1.16586284e-04  8.50951414e-05  2.85350905e-04  1.62912237e-05  1.23011233e-04  1.57628379e+08  1.00000000e-06  6.00000000e-07 
 2.00000000e-05  8.25000000e-01  1.65000000e+00  5.52284383e-01  1.36998711e-04  8.50951414e-05  2.85350905e-04  2.13268441e-05  1.43016127e-04  1.35579543e+08  1.00000000e-06  6.00000000e-07 
