 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.65000000e+00  4.24085037e-01  5.05991291e-05  5.84755709e-06  5.59395272e-05  5.62701697e-06  5.45688032e-05  5.17088697e+09  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  4.12500000e-01  1.65000000e+00  5.00525726e-01  7.59383700e-05  5.84755709e-06  5.59395272e-05  1.07478636e-05  7.96020654e-05  3.54474613e+09  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  4.12500000e-01  1.65000000e+00  5.57106465e-01  9.51324312e-05  5.84755709e-06  5.59395272e-05  1.57850175e-05  9.84306916e-05  2.86667816e+09  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  4.12500000e-01  1.65000000e+00  6.03961505e-01  1.10866263e-04  5.84755709e-06  5.59395272e-05  2.07579402e-05  1.13776738e-04  2.48002464e+09  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  4.12500000e-01  1.65000000e+00  6.45039161e-01  1.24342971e-04  5.84755709e-06  5.59395272e-05  2.57016192e-05  1.26851439e-04  2.22440609e+09  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  4.12500000e-01  1.65000000e+00  6.82137485e-01  1.36154021e-04  5.84755709e-06  5.59395272e-05  3.06203490e-05  1.38249449e-04  2.04101439e+09  1.00000000e-06  1.00000000e-06 
 5.00000000e-06  8.25000000e-01  1.65000000e+00  4.24085037e-01  5.05991291e-05  5.69026982e-05  1.86210131e-04  5.62701697e-06  5.45688032e-05  5.31381775e+08  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  8.25000000e-01  1.65000000e+00  5.00525726e-01  7.59383700e-05  5.69026982e-05  1.86210131e-04  1.07478636e-05  7.96020654e-05  3.64272803e+08  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  8.25000000e-01  1.65000000e+00  5.57106465e-01  9.51324312e-05  5.69026982e-05  1.86210131e-04  1.57850175e-05  9.84306916e-05  2.94591728e+08  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  8.25000000e-01  1.65000000e+00  6.03961505e-01  1.10866263e-04  5.69026982e-05  1.86210131e-04  2.07579402e-05  1.13776738e-04  2.54857610e+08  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  8.25000000e-01  1.65000000e+00  6.45039161e-01  1.24342971e-04  5.69026982e-05  1.86210131e-04  2.57016192e-05  1.26851439e-04  2.28589188e+08  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  8.25000000e-01  1.65000000e+00  6.82137485e-01  1.36154021e-04  5.69026982e-05  1.86210131e-04  3.06203490e-05  1.38249449e-04  2.09743097e+08  1.00000000e-06  1.00000000e-06 
 5.00000000e-06  1.23750000e+00  1.65000000e+00  4.24085037e-01  5.05991291e-05  1.50748400e-04  2.57959132e-04  5.62701697e-06  5.45688032e-05  2.00579620e+08  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  1.23750000e+00  1.65000000e+00  5.00525726e-01  7.59383700e-05  1.50748400e-04  2.57959132e-04  1.07478636e-05  7.96020654e-05  1.37501330e+08  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  1.23750000e+00  1.65000000e+00  5.57106465e-01  9.51324312e-05  1.50748400e-04  2.57959132e-04  1.57850175e-05  9.84306916e-05  1.11198953e+08  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  1.23750000e+00  1.65000000e+00  6.03961505e-01  1.10866263e-04  1.50748400e-04  2.57959132e-04  2.07579402e-05  1.13776738e-04  9.62005945e+07  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  1.23750000e+00  1.65000000e+00  6.45039161e-01  1.24342971e-04  1.50748400e-04  2.57959132e-04  2.57016192e-05  1.26851439e-04  8.62851057e+07  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  1.23750000e+00  1.65000000e+00  6.82137485e-01  1.36154021e-04  1.50748400e-04  2.57959132e-04  3.06203490e-05  1.38249449e-04  7.91713091e+07  1.00000000e-06  1.00000000e-06 
 5.00000000e-06  1.65000000e+00  1.65000000e+00  4.24085037e-01  5.05991291e-05  2.62536106e-04  2.77343092e-04  5.62701697e-06  5.45688032e-05  1.15172946e+08  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  1.65000000e+00  1.65000000e+00  5.00525726e-01  7.59383700e-05  2.62536106e-04  2.77343092e-04  1.07478636e-05  7.96020654e-05  7.89533513e+07  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  1.65000000e+00  1.65000000e+00  5.57106465e-01  9.51324312e-05  2.62536106e-04  2.77343092e-04  1.57850175e-05  9.84306916e-05  6.38505098e+07  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  1.65000000e+00  1.65000000e+00  6.03961505e-01  1.10866263e-04  2.62536106e-04  2.77343092e-04  2.07579402e-05  1.13776738e-04  5.52384429e+07  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  1.65000000e+00  1.65000000e+00  6.45039161e-01  1.24342971e-04  2.62536106e-04  2.77343092e-04  2.57016192e-05  1.26851439e-04  4.95449628e+07  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  1.65000000e+00  1.65000000e+00  6.82137485e-01  1.36154021e-04  2.62536106e-04  2.77343092e-04  3.06203490e-05  1.38249449e-04  4.54602163e+07  1.00000000e-06  1.00000000e-06 
 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.60000000e+00  4.24085037e-01  5.05991291e-05  5.80566845e-06  5.56941597e-05  5.62701697e-06  5.45688032e-05  5.05037147e+09  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  4.12500000e-01  1.60000000e+00  5.00525726e-01  7.59383700e-05  5.80566845e-06  5.56941597e-05  1.07478636e-05  7.96020654e-05  3.46213036e+09  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  4.12500000e-01  1.60000000e+00  5.57106465e-01  9.51324312e-05  5.80566845e-06  5.56941597e-05  1.57850175e-05  9.84306916e-05  2.79986580e+09  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  4.12500000e-01  1.60000000e+00  6.03961505e-01  1.10866263e-04  5.80566845e-06  5.56941597e-05  2.07579402e-05  1.13776738e-04  2.42222384e+09  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  4.12500000e-01  1.60000000e+00  6.45039161e-01  1.24342971e-04  5.80566845e-06  5.56941597e-05  2.57016192e-05  1.26851439e-04  2.17256287e+09  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  4.12500000e-01  1.60000000e+00  6.82137485e-01  1.36154021e-04  5.80566845e-06  5.56941597e-05  3.06203490e-05  1.38249449e-04  1.99344540e+09  1.00000000e-06  1.00000000e-06 
 5.00000000e-06  8.25000000e-01  1.60000000e+00  4.24085037e-01  5.05991291e-05  5.67355954e-05  1.85850330e-04  5.62701697e-06  5.45688032e-05  5.16796944e+08  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  8.25000000e-01  1.60000000e+00  5.00525726e-01  7.59383700e-05  5.67355954e-05  1.85850330e-04  1.07478636e-05  7.96020654e-05  3.54274611e+08  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  8.25000000e-01  1.60000000e+00  5.57106465e-01  9.51324312e-05  5.67355954e-05  1.85850330e-04  1.57850175e-05  9.84306916e-05  2.86506071e+08  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  8.25000000e-01  1.60000000e+00  6.03961505e-01  1.10866263e-04  5.67355954e-05  1.85850330e-04  2.07579402e-05  1.13776738e-04  2.47862535e+08  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  8.25000000e-01  1.60000000e+00  6.45039161e-01  1.24342971e-04  5.67355954e-05  1.85850330e-04  2.57016192e-05  1.26851439e-04  2.22315103e+08  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  8.25000000e-01  1.60000000e+00  6.82137485e-01  1.36154021e-04  5.67355954e-05  1.85850330e-04  3.06203490e-05  1.38249449e-04  2.03986280e+08  1.00000000e-06  1.00000000e-06 
 5.00000000e-06  1.23750000e+00  1.60000000e+00  4.24085037e-01  5.05991291e-05  1.50407361e-04  2.57455256e-04  5.62701697e-06  5.45688032e-05  1.94942469e+08  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  1.23750000e+00  1.60000000e+00  5.00525726e-01  7.59383700e-05  1.50407361e-04  2.57455256e-04  1.07478636e-05  7.96020654e-05  1.33636950e+08  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  1.23750000e+00  1.60000000e+00  5.57106465e-01  9.51324312e-05  1.50407361e-04  2.57455256e-04  1.57850175e-05  9.84306916e-05  1.08073783e+08  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  1.23750000e+00  1.60000000e+00  6.03961505e-01  1.10866263e-04  1.50407361e-04  2.57455256e-04  2.07579402e-05  1.13776738e-04  9.34969434e+07  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  1.23750000e+00  1.60000000e+00  6.45039161e-01  1.24342971e-04  1.50407361e-04  2.57455256e-04  2.57016192e-05  1.26851439e-04  8.38601225e+07  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  1.23750000e+00  1.60000000e+00  6.82137485e-01  1.36154021e-04  1.50407361e-04  2.57455256e-04  3.06203490e-05  1.38249449e-04  7.69462543e+07  1.00000000e-06  1.00000000e-06 
 5.00000000e-06  1.65000000e+00  1.60000000e+00  4.24085037e-01  5.05991291e-05  2.61895470e-04  2.76249213e-04  5.62701697e-06  5.45688032e-05  1.11956050e+08  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  1.65000000e+00  1.60000000e+00  5.00525726e-01  7.59383700e-05  2.61895470e-04  2.76249213e-04  1.07478636e-05  7.96020654e-05  7.67481049e+07  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  1.65000000e+00  1.60000000e+00  5.57106465e-01  9.51324312e-05  2.61895470e-04  2.76249213e-04  1.57850175e-05  9.84306916e-05  6.20671009e+07  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  1.65000000e+00  1.60000000e+00  6.03961505e-01  1.10866263e-04  2.61895470e-04  2.76249213e-04  2.07579402e-05  1.13776738e-04  5.36955776e+07  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  1.65000000e+00  1.60000000e+00  6.45039161e-01  1.24342971e-04  2.61895470e-04  2.76249213e-04  2.57016192e-05  1.26851439e-04  4.81611222e+07  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  1.65000000e+00  1.60000000e+00  6.82137485e-01  1.36154021e-04  2.61895470e-04  2.76249213e-04  3.06203490e-05  1.38249449e-04  4.41904668e+07  1.00000000e-06  1.00000000e-06 
 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.23750000e+00  4.24085037e-01  5.05991291e-05  5.47398966e-06  5.37301359e-05  5.62701697e-06  5.45688032e-05  4.14282708e+09  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  4.12500000e-01  1.23750000e+00  5.00525726e-01  7.59383700e-05  5.47398966e-06  5.37301359e-05  1.07478636e-05  7.96020654e-05  2.83999058e+09  1.00000000e-06  1.00000000e-06 
