i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.500702279,4.27454037e-05,2.62807819e-06,2.91623487e-05,5.36569438e-06,4.46961687e-05,14046734200.0,1e-06,1.5e-06,ss
1e-05,0.4125,1.65,0.592486536,6.31068717e-05,2.62807819e-06,2.91623487e-05,1.03851566e-05,6.47015562e-05,9703556440.0,1e-06,1.5e-06,ss
1.5e-05,0.4125,1.65,0.661313474,7.82079844e-05,2.62807819e-06,2.91623487e-05,1.53483527e-05,7.94316041e-05,7904098250.0,1e-06,1.5e-06,ss
2e-05,0.4125,1.65,0.718881646,9.03653241e-05,2.62807819e-06,2.91623487e-05,2.02631177e-05,9.12140656e-05,6883096350.0,1e-06,1.5e-06,ss
2.5e-05,0.4125,1.65,0.76974818,0.000100597091,2.62807819e-06,2.91623487e-05,2.51558714e-05,0.000101065871,6212138610.0,1e-06,1.5e-06,ss
3e-05,0.4125,1.65,0.816011656,0.000109413115,2.62807819e-06,2.91623487e-05,3.00285467e-05,0.000109493721,5733983630.0,1e-06,1.5e-06,ss
5e-06,0.825,1.65,0.500702019,4.27453467e-05,3.29191925e-05,0.000115759876,5.36568274e-06,4.46961125e-05,1121411540.0,1e-06,1.5e-06,ss
1e-05,0.825,1.65,0.592486536,6.31068717e-05,3.29191925e-05,0.000115759876,1.03851566e-05,6.47015562e-05,774675898.0,1e-06,1.5e-06,ss
1.5e-05,0.825,1.65,0.661313474,7.82079844e-05,3.29191925e-05,0.000115759876,1.53483527e-05,7.94316041e-05,631017550.0,1e-06,1.5e-06,ss
2e-05,0.825,1.65,0.718881646,9.03653241e-05,3.29191925e-05,0.000115759876,2.02631177e-05,9.12140656e-05,549506656.0,1e-06,1.5e-06,ss
2.5e-05,0.825,1.65,0.76974818,0.000100597091,3.29191925e-05,0.000115759876,2.51558714e-05,0.000101065871,495941266.0,1e-06,1.5e-06,ss
3e-05,0.825,1.65,0.816011656,0.000109413115,3.29191925e-05,0.000115759876,3.00285467e-05,0.000109493721,457768134.0,1e-06,1.5e-06,ss
5e-06,1.2375,1.65,0.500702019,4.27453467e-05,9.29342157e-05,0.000168133155,5.36568274e-06,4.46961125e-05,397226812.0,1e-06,1.5e-06,ss
1e-05,1.2375,1.65,0.592486536,6.31068717e-05,9.29342157e-05,0.000168133155,1.03851566e-05,6.47015562e-05,274405985.0,1e-06,1.5e-06,ss
1.5e-05,1.2375,1.65,0.661313474,7.82079844e-05,9.29342157e-05,0.000168133155,1.53483527e-05,7.94316041e-05,223519271.0,1e-06,1.5e-06,ss
2e-05,1.2375,1.65,0.718881646,9.03653241e-05,9.29342157e-05,0.000168133155,2.02631177e-05,9.12140656e-05,194646452.0,1e-06,1.5e-06,ss
2.5e-05,1.2375,1.65,0.76974818,0.000100597091,9.29342157e-05,0.000168133155,2.51558714e-05,0.000101065871,175672500.0,1e-06,1.5e-06,ss
3e-05,1.2375,1.65,0.816011656,0.000109413115,9.29342157e-05,0.000168133155,3.00285467e-05,0.000109493721,162150799.0,1e-06,1.5e-06,ss
5e-06,1.65,1.65,0.500702019,4.27453467e-05,0.000166793133,0.000185454152,5.36568274e-06,4.46961125e-05,221327831.0,1e-06,1.5e-06,ss
1e-05,1.65,1.65,0.592486536,6.31068717e-05,0.000166793133,0.000185454152,1.03851566e-05,6.47015562e-05,152894214.0,1e-06,1.5e-06,ss
1.5e-05,1.65,1.65,0.661313474,7.82079844e-05,0.000166793133,0.000185454152,1.53483527e-05,7.94316041e-05,124541028.0,1e-06,1.5e-06,ss
2e-05,1.65,1.65,0.718881646,9.03653241e-05,0.000166793133,0.000185454152,2.02631177e-05,9.12140656e-05,108453598.0,1e-06,1.5e-06,ss
2.5e-05,1.65,1.65,0.76974818,0.000100597091,0.000166793133,0.000185454152,2.51558714e-05,0.000101065871,97881643.6,1e-06,1.5e-06,ss
3e-05,1.65,1.65,0.816011656,0.000109413115,0.000166793133,0.000185454152,3.00285467e-05,0.000109493721,90347588.3,1e-06,1.5e-06,ss
5e-06,0.4125,1.6,0.500702279,4.27454037e-05,2.60860532e-06,2.90278862e-05,5.36569438e-06,4.46961687e-05,13722755000.0,1e-06,1.5e-06,ss
1e-05,0.4125,1.6,0.592486536,6.31068717e-05,2.60860532e-06,2.90278862e-05,1.03851566e-05,6.47015562e-05,9479749930.0,1e-06,1.5e-06,ss
1.5e-05,0.4125,1.6,0.661313474,7.82079844e-05,2.60860532e-06,2.90278862e-05,1.53483527e-05,7.94316041e-05,7721795130.0,1e-06,1.5e-06,ss
2e-05,0.4125,1.6,0.718881646,9.03653241e-05,2.60860532e-06,2.90278862e-05,2.02631177e-05,9.12140656e-05,6724342010.0,1e-06,1.5e-06,ss
2.5e-05,0.4125,1.6,0.76974818,0.000100597091,2.60860532e-06,2.90278862e-05,2.51558714e-05,0.000101065871,6068859490.0,1e-06,1.5e-06,ss
3e-05,0.4125,1.6,0.816011656,0.000109413115,2.60860532e-06,2.90278862e-05,3.00285467e-05,0.000109493721,5601732860.0,1e-06,1.5e-06,ss
5e-06,0.825,1.6,0.500702019,4.27453467e-05,3.28314723e-05,0.000115563954,5.36568274e-06,4.46961125e-05,1090334800.0,1e-06,1.5e-06,ss
1e-05,0.825,1.6,0.592486536,6.31068717e-05,3.28314723e-05,0.000115563954,1.03851566e-05,6.47015562e-05,753207954.0,1e-06,1.5e-06,ss
1.5e-05,0.825,1.6,0.661313474,7.82079844e-05,3.28314723e-05,0.000115563954,1.53483527e-05,7.94316041e-05,613530690.0,1e-06,1.5e-06,ss
2e-05,0.825,1.6,0.718881646,9.03653241e-05,3.28314723e-05,0.000115563954,2.02631177e-05,9.12140656e-05,534278639.0,1e-06,1.5e-06,ss
2.5e-05,0.825,1.6,0.76974818,0.000100597091,3.28314723e-05,0.000115563954,2.51558714e-05,0.000101065871,482197661.0,1e-06,1.5e-06,ss
3e-05,0.825,1.6,0.816011656,0.000109413115,3.28314723e-05,0.000115563954,3.00285467e-05,0.000109493721,445082389.0,1e-06,1.5e-06,ss
5e-06,1.2375,1.6,0.500702019,4.27453467e-05,9.27537039e-05,0.000167874393,5.36568274e-06,4.46961125e-05,385939269.0,1e-06,1.5e-06,ss
