 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.65000000e+00  4.23461826e-01  7.70642304e-05  8.73549598e-06  1.16515927e-04  6.92813745e-06  9.68096832e-05  1.95109123e+09  1.00000000e-06  1.50000000e-07 
 1.00000000e-05  4.12500000e-01  1.65000000e+00  4.70222718e-01  1.25720245e-04  8.73549598e-06  1.16515927e-04  1.25546280e-05  1.45760065e-04  1.29585922e+09  1.00000000e-06  1.50000000e-07 
 1.50000000e-05  4.12500000e-01  1.65000000e+00  5.02721659e-01  1.66013443e-04  8.73549598e-06  1.16515927e-04  1.79355695e-05  1.86175546e-04  1.01455067e+09  1.00000000e-06  1.50000000e-07 
 2.00000000e-05  4.12500000e-01  1.65000000e+00  5.28422454e-01  2.01007546e-04  8.73549598e-06  1.16515927e-04  2.31649998e-05  2.21162348e-04  8.54053712e+08  1.00000000e-06  1.50000000e-07 
 2.50000000e-05  4.12500000e-01  1.65000000e+00  5.50237750e-01  2.32485281e-04  8.73549598e-06  1.16515927e-04  2.83291369e-05  2.52497298e-04  7.48065526e+08  1.00000000e-06  1.50000000e-07 
 3.00000000e-05  4.12500000e-01  1.65000000e+00  5.69410973e-01  2.61235166e-04  8.73549598e-06  1.16515927e-04  3.34422046e-05  2.80983976e-04  6.72225252e+08  1.00000000e-06  1.50000000e-07 
 5.00000000e-06  8.25000000e-01  1.65000000e+00  4.23461826e-01  7.70642303e-05  1.78085876e-04  7.22171200e-04  6.92813743e-06  9.68096831e-05  9.57052297e+07  1.00000000e-06  1.50000000e-07 
 1.00000000e-05  8.25000000e-01  1.65000000e+00  4.70222718e-01  1.25720245e-04  1.78085876e-04  7.22171200e-04  1.25546280e-05  1.45760065e-04  6.35646873e+07  1.00000000e-06  1.50000000e-07 
 1.50000000e-05  8.25000000e-01  1.65000000e+00  5.02721659e-01  1.66013443e-04  1.78085876e-04  7.22171200e-04  1.79355695e-05  1.86175546e-04  4.97658966e+07  1.00000000e-06  1.50000000e-07 
 2.00000000e-05  8.25000000e-01  1.65000000e+00  5.28422454e-01  2.01007546e-04  1.78085876e-04  7.22171200e-04  2.31649998e-05  2.21162348e-04  4.18931751e+07  1.00000000e-06  1.50000000e-07 
 2.50000000e-05  8.25000000e-01  1.65000000e+00  5.50237750e-01  2.32485281e-04  1.78085876e-04  7.22171200e-04  2.83291369e-05  2.52497298e-04  3.66942262e+07  1.00000000e-06  1.50000000e-07 
 3.00000000e-05  8.25000000e-01  1.65000000e+00  5.69410973e-01  2.61235166e-04  1.78085876e-04  7.22171200e-04  3.34422046e-05  2.80983976e-04  3.29740973e+07  1.00000000e-06  1.50000000e-07 
 5.00000000e-06  1.23750000e+00  1.65000000e+00  4.23461826e-01  7.70642303e-05  5.45796271e-04  9.85467325e-04  6.92813743e-06  9.68096831e-05  3.12273105e+07  1.00000000e-06  1.50000000e-07 
 1.00000000e-05  1.23750000e+00  1.65000000e+00  4.70222718e-01  1.25720245e-04  5.45796271e-04  9.85467325e-04  1.25546280e-05  1.45760065e-04  2.07402901e+07  1.00000000e-06  1.50000000e-07 
 1.50000000e-05  1.23750000e+00  1.65000000e+00  5.02721659e-01  1.66013443e-04  5.45796271e-04  9.85467325e-04  1.79355695e-05  1.86175546e-04  1.62379330e+07  1.00000000e-06  1.50000000e-07 
 2.00000000e-05  1.23750000e+00  1.65000000e+00  5.28422454e-01  2.01007546e-04  5.45796271e-04  9.85467325e-04  2.31649998e-05  2.21162348e-04  1.36691714e+07  1.00000000e-06  1.50000000e-07 
 2.50000000e-05  1.23750000e+00  1.65000000e+00  5.50237750e-01  2.32485281e-04  5.45796271e-04  9.85467325e-04  2.83291369e-05  2.52497298e-04  1.19728253e+07  1.00000000e-06  1.50000000e-07 
 3.00000000e-05  1.23750000e+00  1.65000000e+00  5.69410973e-01  2.61235166e-04  5.45796271e-04  9.85467325e-04  3.34422046e-05  2.80983976e-04  1.07589980e+07  1.00000000e-06  1.50000000e-07 
 5.00000000e-06  1.65000000e+00  1.65000000e+00  4.23461826e-01  7.70642303e-05  9.53781365e-04  9.69310383e-04  6.92813743e-06  9.68096831e-05  1.78696610e+07  1.00000000e-06  1.50000000e-07 
 1.00000000e-05  1.65000000e+00  1.65000000e+00  4.70222718e-01  1.25720245e-04  9.53781365e-04  9.69310383e-04  1.25546280e-05  1.45760065e-04  1.18685198e+07  1.00000000e-06  1.50000000e-07 
 1.50000000e-05  1.65000000e+00  1.65000000e+00  5.02721659e-01  1.66013443e-04  9.53781365e-04  9.69310383e-04  1.79355695e-05  1.86175546e-04  9.29207006e+06  1.00000000e-06  1.50000000e-07 
 2.00000000e-05  1.65000000e+00  1.65000000e+00  5.28422454e-01  2.01007546e-04  9.53781365e-04  9.69310383e-04  2.31649998e-05  2.21162348e-04  7.82211002e+06  1.00000000e-06  1.50000000e-07 
 2.50000000e-05  1.65000000e+00  1.65000000e+00  5.50237750e-01  2.32485281e-04  9.53781365e-04  9.69310383e-04  2.83291369e-05  2.52497298e-04  6.85138506e+06  1.00000000e-06  1.50000000e-07 
 3.00000000e-05  1.65000000e+00  1.65000000e+00  5.69410973e-01  2.61235166e-04  9.53781365e-04  9.69310383e-04  3.34422046e-05  2.80983976e-04  6.15677890e+06  1.00000000e-06  1.50000000e-07 
 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.60000000e+00  4.23461826e-01  7.70642304e-05  8.58512137e-06  1.14965506e-04  6.92813745e-06  9.68096832e-05  1.92510643e+09  1.00000000e-06  1.50000000e-07 
 1.00000000e-05  4.12500000e-01  1.60000000e+00  4.70222718e-01  1.25720245e-04  8.58512137e-06  1.14965506e-04  1.25546280e-05  1.45760065e-04  1.27860085e+09  1.00000000e-06  1.50000000e-07 
 1.50000000e-05  4.12500000e-01  1.60000000e+00  5.02721659e-01  1.66013443e-04  8.58512137e-06  1.14965506e-04  1.79355695e-05  1.86175546e-04  1.00103879e+09  1.00000000e-06  1.50000000e-07 
 2.00000000e-05  4.12500000e-01  1.60000000e+00  5.28422454e-01  2.01007546e-04  8.58512137e-06  1.14965506e-04  2.31649998e-05  2.21162348e-04  8.42679351e+08  1.00000000e-06  1.50000000e-07 
 2.50000000e-05  4.12500000e-01  1.60000000e+00  5.50237750e-01  2.32485281e-04  8.58512137e-06  1.14965506e-04  2.83291369e-05  2.52497298e-04  7.38102725e+08  1.00000000e-06  1.50000000e-07 
