 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.65000000e+00  3.75135131e-01  5.13436355e-05  9.16347538e-06  7.42996847e-05  5.72836487e-06  5.61060491e-05  3.20932752e+09  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  4.12500000e-01  1.65000000e+00  4.50300578e-01  7.71135276e-05  9.16347538e-06  7.42996847e-05  1.08985535e-05  8.16592308e-05  2.20505000e+09  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  4.12500000e-01  1.65000000e+00  5.05894557e-01  9.66598961e-05  9.16347538e-06  7.42996847e-05  1.59734216e-05  1.00897156e-04  1.78461608e+09  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  4.12500000e-01  1.65000000e+00  5.51900847e-01  1.12710622e-04  9.16347538e-06  7.42996847e-05  2.09779173e-05  1.16604302e-04  1.54421993e+09  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  4.12500000e-01  1.65000000e+00  5.92208327e-01  1.26487080e-04  9.16347538e-06  7.42996847e-05  2.59495665e-05  1.30015572e-04  1.38493171e+09  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  4.12500000e-01  1.65000000e+00  6.28586685e-01  1.38587964e-04  9.16347538e-06  7.42996847e-05  3.08937155e-05  1.41734910e-04  1.27041875e+09  1.00000000e-06  1.00000000e-06 
 5.00000000e-06  8.25000000e-01  1.65000000e+00  3.75135130e-01  5.13436352e-05  6.86121963e-05  2.06372427e-04  5.72836482e-06  5.61060488e-05  4.28620499e+08  1.00000000e-06  1.00000000e-06 
 1.00000000e-05  8.25000000e-01  1.65000000e+00  4.50300578e-01  7.71135276e-05  6.86121963e-05  2.06372427e-04  1.08985535e-05  8.16592308e-05  2.94494602e+08  1.00000000e-06  1.00000000e-06 
 1.50000000e-05  8.25000000e-01  1.65000000e+00  5.05894557e-01  9.66598961e-05  6.86121963e-05  2.06372427e-04  1.59734216e-05  1.00897156e-04  2.38343711e+08  1.00000000e-06  1.00000000e-06 
 2.00000000e-05  8.25000000e-01  1.65000000e+00  5.51900847e-01  1.12710622e-04  6.86121963e-05  2.06372427e-04  2.09779173e-05  1.16604302e-04  2.06237697e+08  1.00000000e-06  1.00000000e-06 
 2.50000000e-05  8.25000000e-01  1.65000000e+00  5.92208327e-01  1.26487080e-04  6.86121963e-05  2.06372427e-04  2.59495665e-05  1.30015572e-04  1.84964019e+08  1.00000000e-06  1.00000000e-06 
 3.00000000e-05  8.25000000e-01  1.65000000e+00  6.28586685e-01  1.38587964e-04  6.86121963e-05  2.06372427e-04  3.08937155e-05  1.41734910e-04  1.69670285e+08  1.00000000e-06  1.00000000e-06 
 5.00000000e-06  1.23750000e+00  1.65000000e+00  3.75135130e-01  5.13436352e-05  1.70311939e-04  2.76006474e-04  5.72836482e-06  5.61060488e-05  1.72674881e+08  1.00000000e-06  1.00000000e-06 
