 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.65000000e+00  4.13606125e-01  5.47490819e-05  6.73484809e-06  6.60401811e-05  5.75240347e-06  5.98910445e-05  4.09066818e+09  1.00000000e-06  8.00000000e-07 
 1.00000000e-05  4.12500000e-01  1.65000000e+00  4.83772768e-01  8.28419323e-05  6.73484809e-06  6.60401811e-05  1.09201398e-05  8.76966259e-05  2.79365811e+09  1.00000000e-06  8.00000000e-07 
 1.50000000e-05  4.12500000e-01  1.65000000e+00  5.35389699e-01  1.04295266e-04  6.73484809e-06  6.60401811e-05  1.59904190e-05  1.08781538e-04  2.25216885e+09  1.00000000e-06  8.00000000e-07 
 2.00000000e-05  4.12500000e-01  1.65000000e+00  5.77946355e-01  1.21989462e-04  6.73484809e-06  6.60401811e-05  2.09886543e-05  1.26075585e-04  1.94323421e+09  1.00000000e-06  8.00000000e-07 
 2.50000000e-05  4.12500000e-01  1.65000000e+00  6.15135945e-01  1.37231088e-04  6.73484809e-06  6.60401811e-05  2.59540654e-05  1.40897550e-04  1.73881227e+09  1.00000000e-06  8.00000000e-07 
 3.00000000e-05  4.12500000e-01  1.65000000e+00  6.48630364e-01  1.50657749e-04  6.73484809e-06  6.60401811e-05  3.08920259e-05  1.53890834e-04  1.59200119e+09  1.00000000e-06  8.00000000e-07 
 5.00000000e-06  8.25000000e-01  1.65000000e+00  4.13606125e-01  5.47490819e-05  6.82975834e-05  2.25568562e-04  5.75240347e-06  5.98910444e-05  4.03382191e+08  1.00000000e-06  8.00000000e-07 
 1.00000000e-05  8.25000000e-01  1.65000000e+00  4.83772768e-01  8.28419323e-05  6.82975834e-05  2.25568562e-04  1.09201398e-05  8.76966259e-05  2.75483583e+08  1.00000000e-06  8.00000000e-07 
 1.50000000e-05  8.25000000e-01  1.65000000e+00  5.35389699e-01  1.04295266e-04  6.82975834e-05  2.25568562e-04  1.59904190e-05  1.08781538e-04  2.22087141e+08  1.00000000e-06  8.00000000e-07 
 2.00000000e-05  8.25000000e-01  1.65000000e+00  5.77946355e-01  1.21989462e-04  6.82975834e-05  2.25568562e-04  2.09886543e-05  1.26075585e-04  1.91622991e+08  1.00000000e-06  8.00000000e-07 
 2.50000000e-05  8.25000000e-01  1.65000000e+00  6.15135945e-01  1.37231088e-04  6.82975834e-05  2.25568562e-04  2.59540654e-05  1.40897550e-04  1.71464874e+08  1.00000000e-06  8.00000000e-07 
 3.00000000e-05  8.25000000e-01  1.65000000e+00  6.48630364e-01  1.50657749e-04  6.82975834e-05  2.25568562e-04  3.08920259e-05  1.53890834e-04  1.56987782e+08  1.00000000e-06  8.00000000e-07 
 5.00000000e-06  1.23750000e+00  1.65000000e+00  4.13606125e-01  5.47490819e-05  1.81544148e-04  3.09777533e-04  5.75240347e-06  5.98910444e-05  1.51753880e+08  1.00000000e-06  8.00000000e-07 
 1.00000000e-05  1.23750000e+00  1.65000000e+00  4.83772768e-01  8.28419323e-05  1.81544148e-04  3.09777533e-04  1.09201398e-05  8.76966259e-05  1.03637948e+08  1.00000000e-06  8.00000000e-07 
 1.50000000e-05  1.23750000e+00  1.65000000e+00  5.35389699e-01  1.04295266e-04  1.81544148e-04  3.09777533e-04  1.59904190e-05  1.08781538e-04  8.35500082e+07  1.00000000e-06  8.00000000e-07 
 2.00000000e-05  1.23750000e+00  1.65000000e+00  5.77946355e-01  1.21989462e-04  1.81544148e-04  3.09777533e-04  2.09886543e-05  1.26075585e-04  7.20892817e+07  1.00000000e-06  8.00000000e-07 
 2.50000000e-05  1.23750000e+00  1.65000000e+00  6.15135945e-01  1.37231088e-04  1.81544148e-04  3.09777533e-04  2.59540654e-05  1.40897550e-04  6.45057230e+07  1.00000000e-06  8.00000000e-07 
 3.00000000e-05  1.23750000e+00  1.65000000e+00  6.48630364e-01  1.50657749e-04  1.81544148e-04  3.09777533e-04  3.08920259e-05  1.53890834e-04  5.90593873e+07  1.00000000e-06  8.00000000e-07 
 5.00000000e-06  1.65000000e+00  1.65000000e+00  4.13606125e-01  5.47490819e-05  3.15029383e-04  3.29451800e-04  5.75240347e-06  5.98910444e-05  8.74522514e+07  1.00000000e-06  8.00000000e-07 
 1.00000000e-05  1.65000000e+00  1.65000000e+00  4.83772768e-01  8.28419323e-05  3.15029383e-04  3.29451800e-04  1.09201398e-05  8.76966259e-05  5.97241527e+07  1.00000000e-06  8.00000000e-07 
 1.50000000e-05  1.65000000e+00  1.65000000e+00  5.35389699e-01  1.04295266e-04  3.15029383e-04  3.29451800e-04  1.59904190e-05  1.08781538e-04  4.81479375e+07  1.00000000e-06  8.00000000e-07 
 2.00000000e-05  1.65000000e+00  1.65000000e+00  5.77946355e-01  1.21989462e-04  3.15029383e-04  3.29451800e-04  2.09886543e-05  1.26075585e-04  4.15433859e+07  1.00000000e-06  8.00000000e-07 
