i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.451128604,4.33762333e-05,4.36461524e-06,4.03031349e-05,5.43730321e-06,4.5779445e-05,8257858860.0,1e-06,1.5e-06,tt
1e-05,0.4125,1.65,0.541359267,6.41524982e-05,4.36461524e-06,4.03031349e-05,1.04893229e-05,6.62421485e-05,5706943450.0,1e-06,1.5e-06,tt
1.5e-05,0.4125,1.65,0.608907993,7.96266587e-05,4.36461524e-06,4.03031349e-05,1.54774427e-05,8.13704993e-05,4645912200.0,1e-06,1.5e-06,tt
2e-05,0.4125,1.65,0.66531677,9.21399456e-05,4.36461524e-06,4.03031349e-05,2.04128538e-05,9.35259419e-05,4042089160.0,1e-06,1.5e-06,tt
2.5e-05,0.4125,1.65,0.715085472,0.000102721466,4.36461524e-06,4.03031349e-05,2.53238778e-05,0.000103739156,3644141800.0,1e-06,1.5e-06,tt
3e-05,0.4125,1.65,0.760284179,0.00011188386,4.36461524e-06,4.03031349e-05,3.0213099e-05,0.000112520901,3359733090.0,1e-06,1.5e-06,tt
5e-06,0.825,1.65,0.451128419,4.33761913e-05,4.00984454e-05,0.000129475072,5.43729472e-06,4.57794034e-05,898848049.0,1e-06,1.5e-06,tt
1e-05,0.825,1.65,0.541359267,6.41524982e-05,4.00984454e-05,0.000129475072,1.04893229e-05,6.62421485e-05,621186486.0,1e-06,1.5e-06,tt
1.5e-05,0.825,1.65,0.608907993,7.96266587e-05,4.00984454e-05,0.000129475072,1.54774427e-05,8.13704993e-05,505695895.0,1e-06,1.5e-06,tt
2e-05,0.825,1.65,0.66531677,9.21399456e-05,4.00984454e-05,0.000129475072,2.04128538e-05,9.35259419e-05,439971270.0,1e-06,1.5e-06,tt
2.5e-05,0.825,1.65,0.715085472,0.000102721466,4.00984454e-05,0.000129475072,2.53238778e-05,0.000103739156,396655698.0,1e-06,1.5e-06,tt
3e-05,0.825,1.65,0.760284179,0.00011188386,4.00984454e-05,0.000129475072,3.0213099e-05,0.000112520901,365698524.0,1e-06,1.5e-06,tt
5e-06,1.2375,1.65,0.451128419,4.33761913e-05,0.000105670915,0.00018141703,5.43729472e-06,4.57794034e-05,341081644.0,1e-06,1.5e-06,tt
1e-05,1.2375,1.65,0.541359267,6.41524982e-05,0.000105670915,0.00018141703,1.04893229e-05,6.62421485e-05,235718716.0,1e-06,1.5e-06,tt
1.5e-05,1.2375,1.65,0.608907993,7.96266587e-05,0.000105670915,0.00018141703,1.54774427e-05,8.13704993e-05,191894044.0,1e-06,1.5e-06,tt
2e-05,1.2375,1.65,0.66531677,9.21399456e-05,0.000105670915,0.00018141703,2.04128538e-05,9.35259419e-05,166953830.0,1e-06,1.5e-06,tt
2.5e-05,1.2375,1.65,0.715085472,0.000102721466,0.000105670915,0.00018141703,2.53238778e-05,0.000103739156,150517073.0,1e-06,1.5e-06,tt
3e-05,1.2375,1.65,0.760284179,0.00011188386,0.000105670915,0.00018141703,3.0213099e-05,0.000112520901,138769900.0,1e-06,1.5e-06,tt
5e-06,1.65,1.65,0.451128419,4.33761913e-05,0.000184931976,0.000198187516,5.43729472e-06,4.57794034e-05,194895497.0,1e-06,1.5e-06,tt
1e-05,1.65,1.65,0.541359267,6.41524982e-05,0.000184931976,0.000198187516,1.04893229e-05,6.62421485e-05,134690673.0,1e-06,1.5e-06,tt
1.5e-05,1.65,1.65,0.608907993,7.96266587e-05,0.000184931976,0.000198187516,1.54774427e-05,8.13704993e-05,109649070.0,1e-06,1.5e-06,tt
2e-05,1.65,1.65,0.66531677,9.21399456e-05,0.000184931976,0.000198187516,2.04128538e-05,9.35259419e-05,95398126.1,1e-06,1.5e-06,tt
2.5e-05,1.65,1.65,0.715085472,0.000102721466,0.000184931976,0.000198187516,2.53238778e-05,0.000103739156,86006093.7,1e-06,1.5e-06,tt
3e-05,1.65,1.65,0.760284179,0.00011188386,0.000184931976,0.000198187516,3.0213099e-05,0.000112520901,79293709.0,1e-06,1.5e-06,tt
5e-06,0.4125,1.6,0.451128604,4.33762333e-05,4.33812937e-06,4.01556793e-05,5.43730321e-06,4.5779445e-05,8056510190.0,1e-06,1.5e-06,tt
1e-05,0.4125,1.6,0.541359267,6.41524982e-05,4.33812937e-06,4.01556793e-05,1.04893229e-05,6.62421485e-05,5567792910.0,1e-06,1.5e-06,tt
1.5e-05,0.4125,1.6,0.608907993,7.96266587e-05,4.33812937e-06,4.01556793e-05,1.54774427e-05,8.13704993e-05,4532632450.0,1e-06,1.5e-06,tt
2e-05,0.4125,1.6,0.66531677,9.21399456e-05,4.33812937e-06,4.01556793e-05,2.04128538e-05,9.35259419e-05,3943532220.0,1e-06,1.5e-06,tt
2.5e-05,0.4125,1.6,0.715085472,0.000102721466,4.33812937e-06,4.01556793e-05,2.53238778e-05,0.000103739156,3555287880.0,1e-06,1.5e-06,tt
3e-05,0.4125,1.6,0.760284179,0.00011188386,4.33812937e-06,4.01556793e-05,3.0213099e-05,0.000112520901,3277813820.0,1e-06,1.5e-06,tt
5e-06,0.825,1.6,0.451128419,4.33761913e-05,3.99971222e-05,0.000129259947,5.43729472e-06,4.57794034e-05,873818246.0,1e-06,1.5e-06,tt
1e-05,0.825,1.6,0.541359267,6.41524982e-05,3.99971222e-05,0.000129259947,1.04893229e-05,6.62421485e-05,603888595.0,1e-06,1.5e-06,tt
1.5e-05,0.825,1.6,0.608907993,7.96266587e-05,3.99971222e-05,0.000129259947,1.54774427e-05,8.13704993e-05,491614017.0,1e-06,1.5e-06,tt
2e-05,0.825,1.6,0.66531677,9.21399456e-05,3.99971222e-05,0.000129259947,2.04128538e-05,9.35259419e-05,427719595.0,1e-06,1.5e-06,tt
2.5e-05,0.825,1.6,0.715085472,0.000102721466,3.99971222e-05,0.000129259947,2.53238778e-05,0.000103739156,385610211.0,1e-06,1.5e-06,tt
3e-05,0.825,1.6,0.760284179,0.00011188386,3.99971222e-05,0.000129259947,3.0213099e-05,0.000112520901,355515087.0,1e-06,1.5e-06,tt
5e-06,1.2375,1.6,0.451128419,4.33761913e-05,0.000105465275,0.000181116199,5.43729472e-06,4.57794034e-05,331390738.0,1e-06,1.5e-06,tt
1e-05,1.2375,1.6,0.541359267,6.41524982e-05,0.000105465275,0.000181116199,1.04893229e-05,6.62421485e-05,229021410.0,1e-06,1.5e-06,tt
1.5e-05,1.2375,1.6,0.608907993,7.96266587e-05,0.000105465275,0.000181116199,1.54774427e-05,8.13704993e-05,186441897.0,1e-06,1.5e-06,tt
2e-05,1.2375,1.6,0.66531677,9.21399456e-05,0.000105465275,0.000181116199,2.04128538e-05,9.35259419e-05,162210291.0,1e-06,1.5e-06,tt
2.5e-05,1.2375,1.6,0.715085472,0.000102721466,0.000105465275,0.000181116199,2.53238778e-05,0.000103739156,146240540.0,1e-06,1.5e-06,tt
3e-05,1.2375,1.6,0.760284179,0.00011188386,0.000105465275,0.000181116199,3.0213099e-05,0.000112520901,134827131.0,1e-06,1.5e-06,tt
5e-06,1.65,1.6,0.451128419,4.33761913e-05,0.000184546542,0.000197509909,5.43729472e-06,4.57794034e-05,189384286.0,1e-06,1.5e-06,tt
1e-05,1.65,1.6,0.541359267,6.41524982e-05,0.000184546542,0.000197509909,1.04893229e-05,6.62421485e-05,130881921.0,1e-06,1.5e-06,tt
1.5e-05,1.65,1.6,0.608907993,7.96266587e-05,0.000184546542,0.000197509909,1.54774427e-05,8.13704993e-05,106548438.0,1e-06,1.5e-06,tt
2e-05,1.65,1.6,0.66531677,9.21399456e-05,0.000184546542,0.000197509909,2.04128538e-05,9.35259419e-05,92700479.2,1e-06,1.5e-06,tt
2.5e-05,1.65,1.6,0.715085472,0.000102721466,0.000184546542,0.000197509909,2.53238778e-05,0.000103739156,83574032.6,1e-06,1.5e-06,tt
3e-05,1.65,1.6,0.760284179,0.00011188386,0.000184546542,0.000197509909,3.0213099e-05,0.000112520901,77051459.2,1e-06,1.5e-06,tt
5e-06,0.4125,1.2375,0.451128604,4.33762333e-05,4.12766124e-06,3.8970979e-05,5.43730321e-06,4.5779445e-05,6548934350.0,1e-06,1.5e-06,tt
