 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.65000000e+00  4.61421315e-01  5.65854269e-05  3.97451152e-06  4.92865089e-05  5.70375715e-06  6.14797993e-05  6.75254898e+09  1.00000000e-06  7.00000000e-07 
 1.00000000e-05  4.12500000e-01  1.65000000e+00  5.29243603e-01  8.58206787e-05  3.97451152e-06  4.92865089e-05  1.08404107e-05  9.03098313e-05  4.59690102e+09  1.00000000e-06  7.00000000e-07 
 1.50000000e-05  4.12500000e-01  1.65000000e+00  5.79070970e-01  1.08129809e-04  3.97451152e-06  4.92865089e-05  1.58843461e-05  1.12164110e-04  3.70123165e+09  1.00000000e-06  7.00000000e-07 
 2.00000000e-05  4.12500000e-01  1.65000000e+00  6.20137702e-01  1.26487918e-04  3.97451152e-06  4.92865089e-05  2.08588370e-05  1.30049709e-04  3.19220519e+09  1.00000000e-06  7.00000000e-07 
 2.50000000e-05  4.12500000e-01  1.65000000e+00  6.56031340e-01  1.42254823e-04  3.97451152e-06  4.92865089e-05  2.58023540e-05  1.45334076e-04  2.85649014e+09  1.00000000e-06  7.00000000e-07 
 3.00000000e-05  4.12500000e-01  1.65000000e+00  6.88372637e-01  1.56097062e-04  3.97451152e-06  4.92865089e-05  3.07198055e-05  1.58688301e-04  2.61610561e+09  1.00000000e-06  7.00000000e-07 
 5.00000000e-06  8.25000000e-01  1.65000000e+00  4.61421315e-01  5.65854269e-05  6.05478129e-05  2.20479428e-04  5.70375714e-06  6.14797992e-05  4.43254388e+08  1.00000000e-06  7.00000000e-07 
 1.00000000e-05  8.25000000e-01  1.65000000e+00  5.29243603e-01  8.58206787e-05  6.05478129e-05  2.20479428e-04  1.08404107e-05  9.03098313e-05  3.01752206e+08  1.00000000e-06  7.00000000e-07 
 1.50000000e-05  8.25000000e-01  1.65000000e+00  5.79070970e-01  1.08129809e-04  6.05478129e-05  2.20479428e-04  1.58843461e-05  1.12164110e-04  2.42958204e+08  1.00000000e-06  7.00000000e-07 
 2.00000000e-05  8.25000000e-01  1.65000000e+00  6.20137702e-01  1.26487918e-04  6.05478129e-05  2.20479428e-04  2.08588370e-05  1.30049709e-04  2.09544420e+08  1.00000000e-06  7.00000000e-07 
