 i-sweep         v(VG)           v(VD)           v(Vbias)        gmrp            Ipeak_unit      gmron_unit      Ibias_unit      gmbias_unit     Ron_Gm_unit     width           length         
 5.00000000e-06  4.12500000e-01  1.65000000e+00  4.11690209e-01  7.18191808e-05  8.60670254e-06  1.03378966e-04  6.41032387e-06  8.47179498e-05  2.26293310e+09  1.00000000e-06  3.00000000e-07 
 1.00000000e-05  4.12500000e-01  1.65000000e+00  4.63409320e-01  1.13088218e-04  8.60670254e-06  1.03378966e-04  1.18321313e-05  1.25938825e-04  1.52225537e+09  1.00000000e-06  3.00000000e-07 
 1.50000000e-05  4.12500000e-01  1.65000000e+00  5.00354013e-01  1.45749902e-04  8.60670254e-06  1.03378966e-04  1.70780183e-05  1.58353345e-04  1.21065363e+09  1.00000000e-06  3.00000000e-07 
 2.00000000e-05  4.12500000e-01  1.65000000e+00  5.30200242e-01  1.73321736e-04  8.60670254e-06  1.03378966e-04  2.22089135e-05  1.85575167e-04  1.03306415e+09  1.00000000e-06  3.00000000e-07 
 2.50000000e-05  4.12500000e-01  1.65000000e+00  5.55918622e-01  1.97549998e-04  8.60670254e-06  1.03378966e-04  2.72873463e-05  2.09378394e-04  9.15620034e+08  1.00000000e-06  3.00000000e-07 
 3.00000000e-05  4.12500000e-01  1.65000000e+00  5.78813134e-01  2.19256087e-04  8.60670254e-06  1.03378966e-04  3.23240527e-05  2.30603463e-04  8.31345073e+08  1.00000000e-06  3.00000000e-07 
 5.00000000e-06  8.25000000e-01  1.65000000e+00  4.11690209e-01  7.18191807e-05  1.27794827e-04  4.60699345e-04  6.41032386e-06  8.47179497e-05  1.52403603e+08  1.00000000e-06  3.00000000e-07 
 1.00000000e-05  8.25000000e-01  1.65000000e+00  4.63409320e-01  1.13088218e-04  1.27794827e-04  4.60699345e-04  1.18321313e-05  1.25938825e-04  1.02520575e+08  1.00000000e-06  3.00000000e-07 
 1.50000000e-05  8.25000000e-01  1.65000000e+00  5.00354013e-01  1.45749902e-04  1.27794827e-04  4.60699345e-04  1.70780183e-05  1.58353345e-04  8.15348788e+07  1.00000000e-06  3.00000000e-07 
 2.00000000e-05  8.25000000e-01  1.65000000e+00  5.30200242e-01  1.73321736e-04  1.27794827e-04  4.60699345e-04  2.22089135e-05  1.85575167e-04  6.95746151e+07  1.00000000e-06  3.00000000e-07 
 2.50000000e-05  8.25000000e-01  1.65000000e+00  5.55918622e-01  1.97549998e-04  1.27794827e-04  4.60699345e-04  2.72873463e-05  2.09378394e-04  6.16650101e+07  1.00000000e-06  3.00000000e-07 
 3.00000000e-05  8.25000000e-01  1.65000000e+00  5.78813134e-01  2.19256087e-04  1.27794827e-04  4.60699345e-04  3.23240527e-05  2.30603463e-04  5.59892754e+07  1.00000000e-06  3.00000000e-07 
 5.00000000e-06  1.23750000e+00  1.65000000e+00  4.11690209e-01  7.18191807e-05  3.55062939e-04  6.05204438e-04  6.41032386e-06  8.47179497e-05  5.48533511e+07  1.00000000e-06  3.00000000e-07 
 1.00000000e-05  1.23750000e+00  1.65000000e+00  4.63409320e-01  1.13088218e-04  3.55062939e-04  6.05204438e-04  1.18321313e-05  1.25938825e-04  3.68993711e+07  1.00000000e-06  3.00000000e-07 
 1.50000000e-05  1.23750000e+00  1.65000000e+00  5.00354013e-01  1.45749902e-04  3.55062939e-04  6.05204438e-04  1.70780183e-05  1.58353345e-04  2.93461653e+07  1.00000000e-06  3.00000000e-07 
