i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,GmoverId,vswing,Ron_into_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.561817068,2.852678e-05,1.94589021e-06,1.6952905e-05,5.15114604e-06,2.91151141e-05,29123738000.0,5.65216242,0.149317068,24.6878977,1e-06,4e-06,tt
1e-05,0.4125,1.65,0.702946447,4.05685335e-05,1.94589021e-06,1.6952905e-05,1.01045652e-05,4.08898017e-05,20737223400.0,4.04666614,0.290446447,34.6721375,1e-06,4e-06,tt
1.5e-05,0.4125,1.65,0.812072598,4.89659436e-05,1.94589021e-06,1.6952905e-05,1.50188155e-05,4.9004972e-05,17303161700.0,3.26290525,0.399572598,41.5533228,1e-06,4e-06,tt
2e-05,0.4125,1.65,0.905619013,5.53633927e-05,1.94589021e-06,1.6952905e-05,1.9893993e-05,5.50776065e-05,15395385000.0,2.76855463,0.493119013,46.7025583,1e-06,4e-06,tt
2.5e-05,0.4125,1.65,0.989946012,6.0457994e-05,1.94589021e-06,1.6952905e-05,2.47407619e-05,5.97315344e-05,14195867600.0,2.41429648,0.577446012,50.6488143,1e-06,4e-06,tt
3e-05,0.4125,1.65,1.0680499,6.46090571e-05,1.94589021e-06,1.6952905e-05,2.9546922e-05,6.31802332e-05,13420984900.0,2.13830169,0.655549902,53.5731073,1e-06,4e-06,tt
5e-06,0.825,1.65,0.561817381,2.85268076e-05,1.6305642e-05,5.13927095e-05,5.15115514e-06,2.91151413e-05,3475578800.0,5.65215772,0.263182619,2.94621844,1e-06,4e-06,tt
1e-05,0.825,1.65,0.702946447,4.05685335e-05,1.6305642e-05,5.13927095e-05,1.01045652e-05,4.08898017e-05,2474748310.0,4.04666614,0.122053553,4.1377195,1e-06,4e-06,tt
1.5e-05,0.825,1.65,0.812072598,4.89659436e-05,1.6305642e-05,5.13927095e-05,1.50188155e-05,4.9004972e-05,2064932670.0,3.26290525,0.0129274021,4.95890954,1e-06,4e-06,tt
2e-05,0.825,1.65,0.905619013,5.53633927e-05,1.6305642e-05,5.13927095e-05,1.9893993e-05,5.50776065e-05,1837261530.0,2.76855463,0.0806190129,5.57341138,1e-06,4e-06,tt
2.5e-05,0.825,1.65,0.989946012,6.0457994e-05,1.6305642e-05,5.13927095e-05,2.47407619e-05,5.97315344e-05,1694112980.0,2.41429648,0.164946012,6.0443515,1e-06,4e-06,tt
3e-05,0.825,1.65,1.0680499,6.46090571e-05,1.6305642e-05,5.13927095e-05,2.9546922e-05,6.31802332e-05,1601639670.0,2.13830169,0.243049902,6.39333211,1e-06,4e-06,tt
5e-06,1.2375,1.65,0.561817381,2.85268076e-05,4.2429468e-05,7.27613336e-05,5.15115514e-06,2.91151413e-05,1335664720.0,5.65215772,0.675682619,1.13223157,1e-06,4e-06,tt
1e-05,1.2375,1.65,0.702946447,4.05685335e-05,4.2429468e-05,7.27613336e-05,1.01045652e-05,4.08898017e-05,951045627.0,4.04666614,0.534553553,1.59012535,1e-06,4e-06,tt
1.5e-05,1.2375,1.65,0.812072598,4.89659436e-05,4.2429468e-05,7.27613336e-05,1.50188155e-05,4.9004972e-05,793553502.0,3.26290525,0.425427402,1.90570864,1e-06,4e-06,tt
2e-05,1.2375,1.65,0.905619013,5.53633927e-05,4.2429468e-05,7.27613336e-05,1.9893993e-05,5.50776065e-05,706059496.0,2.76855463,0.331880987,2.14186166,1e-06,4e-06,tt
2.5e-05,1.2375,1.65,0.989946012,6.0457994e-05,4.2429468e-05,7.27613336e-05,2.47407619e-05,5.97315344e-05,651047516.0,2.41429648,0.247553988,2.32284392,1e-06,4e-06,tt
3e-05,1.2375,1.65,1.0680499,6.46090571e-05,4.2429468e-05,7.27613336e-05,2.9546922e-05,6.31802332e-05,615510029.0,2.13830169,0.169450098,2.45695715,1e-06,4e-06,tt
5e-06,1.65,1.65,0.561817381,2.85268076e-05,7.45435154e-05,8.11407236e-05,5.15115514e-06,2.91151413e-05,760247801.0,5.65215772,1.08818262,0.644455562,1e-06,4e-06,tt
1e-05,1.65,1.65,0.702946447,4.05685335e-05,7.45435154e-05,8.11407236e-05,1.01045652e-05,4.08898017e-05,541326228.0,4.04666614,0.947053553,0.905084399,1e-06,4e-06,tt
1.5e-05,1.65,1.65,0.812072598,4.89659436e-05,7.45435154e-05,8.11407236e-05,1.50188155e-05,4.9004972e-05,451683191.0,3.26290525,0.837927402,1.08471144,1e-06,4e-06,tt
2e-05,1.65,1.65,0.905619013,5.53633927e-05,7.45435154e-05,8.11407236e-05,1.9893993e-05,5.50776065e-05,401882426.0,2.76855463,0.744380987,1.21912752,1e-06,4e-06,tt
2.5e-05,1.65,1.65,0.989946012,6.0457994e-05,7.45435154e-05,8.11407236e-05,2.47407619e-05,5.97315344e-05,370570124.0,2.41429648,0.660053988,1.32214092,1e-06,4e-06,tt
3e-05,1.65,1.65,1.0680499,6.46090571e-05,7.45435154e-05,8.11407236e-05,2.9546922e-05,6.31802332e-05,350342520.0,2.13830169,0.581950098,1.39847691,1e-06,4e-06,tt
5e-06,0.4125,1.6,0.561817068,2.852678e-05,1.93776341e-06,1.69109587e-05,5.15114604e-06,2.91151141e-05,28359641400.0,5.65216242,0.149317068,24.0401807,1e-06,4e-06,tt
1e-05,0.4125,1.6,0.702946447,4.05685335e-05,1.93776341e-06,1.69109587e-05,1.01045652e-05,4.08898017e-05,20193157200.0,4.04666614,0.290446447,33.762472,1e-06,4e-06,tt
1.5e-05,0.4125,1.6,0.812072598,4.89659436e-05,1.93776341e-06,1.69109587e-05,1.50188155e-05,4.9004972e-05,16849192300.0,3.26290525,0.399572598,40.463121,1e-06,4e-06,tt
2e-05,0.4125,1.6,0.905619013,5.53633927e-05,1.93776341e-06,1.69109587e-05,1.9893993e-05,5.50776065e-05,14991468400.0,2.76855463,0.493119013,45.47726,1e-06,4e-06,tt
2.5e-05,0.4125,1.6,0.989946012,6.0457994e-05,1.93776341e-06,1.69109587e-05,2.47407619e-05,5.97315344e-05,13823421800.0,2.41429648,0.577446012,49.3199813,1e-06,4e-06,tt
3e-05,0.4125,1.6,1.0680499,6.46090571e-05,1.93776341e-06,1.69109587e-05,2.9546922e-05,6.31802332e-05,13068869100.0,2.13830169,0.655549902,52.1675518,1e-06,4e-06,tt
5e-06,0.825,1.6,0.561817381,2.85268076e-05,1.62765134e-05,5.13327883e-05,5.15115514e-06,2.91151413e-05,3376289670.0,5.65215772,0.263182619,2.86205189,1e-06,4e-06,tt
1e-05,0.825,1.6,0.702946447,4.05685335e-05,1.62765134e-05,5.13327883e-05,1.01045652e-05,4.08898017e-05,2404050560.0,4.04666614,0.122053553,4.01951456,1e-06,4e-06,tt
1.5e-05,0.825,1.6,0.812072598,4.89659436e-05,1.62765134e-05,5.13327883e-05,1.50188155e-05,4.9004972e-05,2005942390.0,3.26290525,0.0129274021,4.81724514,1e-06,4e-06,tt
2e-05,0.825,1.6,0.905619013,5.53633927e-05,1.62765134e-05,5.13327883e-05,1.9893993e-05,5.50776065e-05,1784775280.0,2.76855463,0.0806190129,5.4141921,1e-06,4e-06,tt
2.5e-05,0.825,1.6,0.989946012,6.0457994e-05,1.62765134e-05,5.13327883e-05,2.47407619e-05,5.97315344e-05,1645716150.0,2.41429648,0.164946012,5.87167857,1e-06,4e-06,tt
3e-05,0.825,1.6,1.0680499,6.46090571e-05,1.62765134e-05,5.13327883e-05,2.9546922e-05,6.31802332e-05,1555884580.0,2.13830169,0.243049902,6.21068962,1e-06,4e-06,tt
5e-06,1.2375,1.6,0.561817381,2.85268076e-05,4.23712609e-05,7.26781812e-05,5.15115514e-06,2.91151413e-05,1296969290.0,5.65215772,0.675682619,1.09942978,1e-06,4e-06,tt
1e-05,1.2375,1.6,0.702946447,4.05685335e-05,4.23712609e-05,7.26781812e-05,1.01045652e-05,4.08898017e-05,923492963.0,4.04666614,0.534553553,1.54405796,1e-06,4e-06,tt
1.5e-05,1.2375,1.6,0.812072598,4.89659436e-05,4.23712609e-05,7.26781812e-05,1.50188155e-05,4.9004972e-05,770563529.0,3.26290525,0.425427402,1.85049851,1e-06,4e-06,tt
2e-05,1.2375,1.6,0.905619013,5.53633927e-05,4.23712609e-05,7.26781812e-05,1.9893993e-05,5.50776065e-05,685604305.0,2.76855463,0.331880987,2.07980996,1e-06,4e-06,tt
2.5e-05,1.2375,1.6,0.989946012,6.0457994e-05,4.23712609e-05,7.26781812e-05,2.47407619e-05,5.97315344e-05,632186072.0,2.41429648,0.247553988,2.255549,1e-06,4e-06,tt
3e-05,1.2375,1.6,1.0680499,6.46090571e-05,4.23712609e-05,7.26781812e-05,2.9546922e-05,6.31802332e-05,597678138.0,2.13830169,0.169450098,2.38577685,1e-06,4e-06,tt
5e-06,1.65,1.6,0.561817381,2.85268076e-05,7.44363774e-05,8.09504802e-05,5.15115514e-06,2.91151413e-05,738271072.0,5.65215772,1.08818262,0.625826076,1e-06,4e-06,tt
1e-05,1.65,1.6,0.702946447,4.05685335e-05,7.44363774e-05,8.09504802e-05,1.01045652e-05,4.08898017e-05,525677936.0,4.04666614,0.947053553,0.878920832,1e-06,4e-06,tt
1.5e-05,1.65,1.6,0.812072598,4.89659436e-05,7.44363774e-05,8.09504802e-05,1.50188155e-05,4.9004972e-05,438626239.0,3.26290525,0.837927402,1.05335533,1e-06,4e-06,tt
2e-05,1.65,1.6,0.905619013,5.53633927e-05,7.44363774e-05,8.09504802e-05,1.9893993e-05,5.50776065e-05,390265081.0,2.76855463,0.744380987,1.1838858,1e-06,4e-06,tt
2.5e-05,1.65,1.6,0.989946012,6.0457994e-05,7.44363774e-05,8.09504802e-05,2.47407619e-05,5.97315344e-05,359857934.0,2.41429648,0.660053988,1.28392136,1e-06,4e-06,tt
3e-05,1.65,1.6,1.0680499,6.46090571e-05,7.44363774e-05,8.09504802e-05,2.9546922e-05,6.31802332e-05,340215056.0,2.13830169,0.581950098,1.35805068,1e-06,4e-06,tt
5e-06,0.4125,1.2375,0.561817068,2.852678e-05,1.87270846e-06,1.6571881e-05,5.15114604e-06,2.91151141e-05,22696377100.0,5.65216242,0.149317068,19.239489,1e-06,4e-06,tt
1e-05,0.4125,1.2375,0.702946447,4.05685335e-05,1.87270846e-06,1.6571881e-05,1.01045652e-05,4.08898017e-05,16160694900.0,4.04666614,0.290446447,27.0202921,1e-06,4e-06,tt
1.5e-05,0.4125,1.2375,0.812072598,4.89659436e-05,1.87270846e-06,1.6571881e-05,1.50188155e-05,4.9004972e-05,13484501300.0,3.26290525,0.399572598,32.3828584,1e-06,4e-06,tt
2e-05,0.4125,1.2375,0.905619013,5.53633927e-05,1.87270846e-06,1.6571881e-05,1.9893993e-05,5.50776065e-05,11997754600.0,2.76855463,0.493119013,36.3957015,1e-06,4e-06,tt
2.5e-05,0.4125,1.2375,0.989946012,6.0457994e-05,1.87270846e-06,1.6571881e-05,2.47407619e-05,5.97315344e-05,11062960600.0,2.41429648,0.577446012,39.4710525,1e-06,4e-06,tt
3e-05,0.4125,1.2375,1.0680499,6.46090571e-05,1.87270846e-06,1.6571881e-05,2.9546922e-05,6.31802332e-05,10459087900.0,2.13830169,0.655549902,41.7499788,1e-06,4e-06,tt
5e-06,0.825,1.2375,0.561817381,2.85268076e-05,1.60350431e-05,5.08138092e-05,5.15115514e-06,2.91151413e-05,2650673120.0,5.65215772,0.263182619,2.24695294,1e-06,4e-06,tt
1e-05,0.825,1.2375,0.702946447,4.05685335e-05,1.60350431e-05,5.08138092e-05,1.01045652e-05,4.08898017e-05,1887383140.0,4.04666614,0.122053553,3.1556591,1e-06,4e-06,tt
1.5e-05,0.825,1.2375,0.812072598,4.89659436e-05,1.60350431e-05,5.08138092e-05,1.50188155e-05,4.9004972e-05,1574834540.0,3.26290525,0.0129274021,3.78194511,1e-06,4e-06,tt
2e-05,0.825,1.2375,0.905619013,5.53633927e-05,1.60350431e-05,5.08138092e-05,1.9893993e-05,5.50776065e-05,1401199640.0,2.76855463,0.0806190129,4.25059899,1e-06,4e-06,tt
2.5e-05,0.825,1.2375,0.989946012,6.0457994e-05,1.60350431e-05,5.08138092e-05,2.47407619e-05,5.97315344e-05,1292026450.0,2.41429648,0.164946012,4.60976459,1e-06,4e-06,tt
3e-05,0.825,1.2375,1.0680499,6.46090571e-05,1.60350431e-05,5.08138092e-05,2.9546922e-05,6.31802332e-05,1221501070.0,2.13830169,0.243049902,4.87591696,1e-06,4e-06,tt
5e-06,1.2375,1.2375,0.561817381,2.85268076e-05,4.18628533e-05,7.18366298e-05,5.15115514e-06,2.91151413e-05,1015307230.0,5.65215772,0.675682619,0.860667261,1e-06,4e-06,tt
1e-05,1.2375,1.2375,0.702946447,4.05685335e-05,4.18628533e-05,7.18366298e-05,1.01045652e-05,4.08898017e-05,722938539.0,4.04666614,0.534553553,1.2087358,1e-06,4e-06,tt
1.5e-05,1.2375,1.2375,0.812072598,4.89659436e-05,4.18628533e-05,7.18366298e-05,1.50188155e-05,4.9004972e-05,603220700.0,3.26290525,0.425427402,1.44862684,1e-06,4e-06,tt
2e-05,1.2375,1.2375,0.905619013,5.53633927e-05,4.18628533e-05,7.18366298e-05,1.9893993e-05,5.50776065e-05,536712021.0,2.76855463,0.331880987,1.62813885,1e-06,4e-06,tt
2.5e-05,1.2375,1.2375,0.989946012,6.0457994e-05,4.18628533e-05,7.18366298e-05,2.47407619e-05,5.97315344e-05,494894594.0,2.41429648,0.247553988,1.76571275,1e-06,4e-06,tt
3e-05,1.2375,1.2375,1.0680499,6.46090571e-05,4.18628533e-05,7.18366298e-05,2.9546922e-05,6.31802332e-05,467880728.0,2.13830169,0.169450098,1.86765909,1e-06,4e-06,tt
5e-06,1.65,1.2375,0.561817381,2.85268076e-05,7.31597472e-05,7.67097268e-05,5.15115514e-06,2.91151413e-05,580970539.0,5.65215772,1.08818262,0.492483759,1e-06,4e-06,tt
1e-05,1.65,1.2375,0.702946447,4.05685335e-05,7.31597472e-05,7.67097268e-05,1.01045652e-05,4.08898017e-05,413673791.0,4.04666614,0.947053553,0.691652604,1e-06,4e-06,tt
1.5e-05,1.65,1.2375,0.812072598,4.89659436e-05,7.31597472e-05,7.67097268e-05,1.50188155e-05,4.9004972e-05,345169860.0,3.26290525,0.837927402,0.828921028,1e-06,4e-06,tt
2e-05,1.65,1.2375,0.905619013,5.53633927e-05,7.31597472e-05,7.67097268e-05,1.9893993e-05,5.50776065e-05,307112825.0,2.76855463,0.744380987,0.93163988,1e-06,4e-06,tt
2.5e-05,1.65,1.2375,0.989946012,6.0457994e-05,7.31597472e-05,7.67097268e-05,2.47407619e-05,5.97315344e-05,283184410.0,2.41429648,0.660053988,1.01036125,1e-06,4e-06,tt
3e-05,1.65,1.2375,1.0680499,6.46090571e-05,7.31597472e-05,7.67097268e-05,2.9546922e-05,6.31802332e-05,267726763.0,2.13830169,0.581950098,1.06869613,1e-06,4e-06,tt
5e-06,0.4125,0.825,0.561817068,2.852678e-05,1.7804337e-06,1.60705079e-05,5.15114604e-06,2.91151141e-05,15915110000.0,5.65216242,0.149317068,13.4910775,1e-06,4e-06,tt
1e-05,0.4125,0.825,0.702946447,4.05685335e-05,1.7804337e-06,1.60705079e-05,1.01045652e-05,4.08898017e-05,11332171500.0,4.04666614,0.290446447,18.9471174,1e-06,4e-06,tt
1.5e-05,0.4125,0.825,0.812072598,4.89659436e-05,1.7804337e-06,1.60705079e-05,1.50188155e-05,4.9004972e-05,9455576150.0,3.26290525,0.399572598,22.7074458,1e-06,4e-06,tt
2e-05,0.4125,0.825,0.905619013,5.53633927e-05,1.7804337e-06,1.60705079e-05,1.9893993e-05,5.50776065e-05,8413042500.0,2.76855463,0.493119013,25.521324,1e-06,4e-06,tt
2.5e-05,0.4125,0.825,0.989946012,6.0457994e-05,1.7804337e-06,1.60705079e-05,2.47407619e-05,5.97315344e-05,7757547980.0,2.41429648,0.577446012,27.6778157,1e-06,4e-06,tt
3e-05,0.4125,0.825,1.0680499,6.46090571e-05,1.7804337e-06,1.60705079e-05,2.9546922e-05,6.31802332e-05,7334101520.0,2.13830169,0.655549902,29.2758401,1e-06,4e-06,tt
5e-06,0.825,0.825,0.561817381,2.85268076e-05,1.56581e-05,4.98958458e-05,5.15115514e-06,2.91151413e-05,1809655820.0,5.65215772,0.263182619,1.53402977,1e-06,4e-06,tt
1e-05,0.825,0.825,0.702946447,4.05685335e-05,1.56581e-05,4.98958458e-05,1.01045652e-05,4.08898017e-05,1288545860.0,4.04666614,0.122053553,2.15441761,1e-06,4e-06,tt
1.5e-05,0.825,0.825,0.812072598,4.89659436e-05,1.56581e-05,4.98958458e-05,1.50188155e-05,4.9004972e-05,1075164070.0,3.26290525,0.0129274021,2.58199283,1e-06,4e-06,tt
2e-05,0.825,0.825,0.905619013,5.53633927e-05,1.56581e-05,4.98958458e-05,1.9893993e-05,5.50776065e-05,956620816.0,2.76855463,0.0806190129,2.90195013,1e-06,4e-06,tt
2.5e-05,0.825,0.825,0.989946012,6.0457994e-05,1.56581e-05,4.98958458e-05,2.47407619e-05,5.97315344e-05,882086580.0,2.41429648,0.164946012,3.14715808,1e-06,4e-06,tt
3e-05,0.825,0.825,1.0680499,6.46090571e-05,1.56581e-05,4.98958458e-05,2.9546922e-05,6.31802332e-05,833937804.0,2.13830169,0.243049902,3.32886444,1e-06,4e-06,tt
5e-06,1.2375,0.825,0.561817381,2.85268076e-05,4.06139671e-05,6.6172046e-05,5.15115514e-06,2.91151413e-05,697685398.0,5.65215772,0.675682619,0.591421948,1e-06,4e-06,tt
1e-05,1.2375,0.825,0.702946447,4.05685335e-05,4.06139671e-05,6.6172046e-05,1.01045652e-05,4.08898017e-05,496779345.0,4.04666614,0.534553553,0.830603086,1e-06,4e-06,tt
1.5e-05,1.2375,0.825,0.812072598,4.89659436e-05,4.06139671e-05,6.6172046e-05,1.50188155e-05,4.9004972e-05,414513224.0,3.26290525,0.425427402,0.995448235,1e-06,4e-06,tt
2e-05,1.2375,0.825,0.905619013,5.53633927e-05,4.06139671e-05,6.6172046e-05,1.9893993e-05,5.50776065e-05,368810670.0,2.76855463,0.331880987,1.11880293,1e-06,4e-06,tt
2.5e-05,1.2375,0.825,0.989946012,6.0457994e-05,4.06139671e-05,6.6172046e-05,2.47407619e-05,5.97315344e-05,340075123.0,2.41429648,0.247553988,1.21333914,1e-06,4e-06,tt
