i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,GmoverId,vswing,Ron_into_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.516820924,2.90075408e-05,2.78306781e-06,2.12227514e-05,5.18401289e-06,2.97446447e-05,19932022600.0,5.73776442,0.104320924,17.6347352,1e-06,4e-06,ff
1e-05,0.4125,1.65,0.655401722,4.12703107e-05,2.78306781e-06,2.12227514e-05,1.01512789e-05,4.17497778e-05,14200576900.0,4.11276041,0.242901722,24.7522296,1e-06,4e-06,ff
1.5e-05,0.4125,1.65,0.762510796,4.98312571e-05,2.78306781e-06,2.12227514e-05,1.50759628e-05,5.00349889e-05,11849126800.0,3.31885862,0.350010796,29.6642904,1e-06,4e-06,ff
2e-05,0.4125,1.65,0.854288385,5.63629202e-05,2.78306781e-06,2.12227514e-05,1.99600469e-05,5.62501827e-05,10539893400.0,2.8181388,0.441788385,33.3490981,1e-06,4e-06,ff
2.5e-05,0.4125,1.65,0.936984653,6.1573635e-05,2.78306781e-06,2.12227514e-05,2.4815498e-05,6.10364483e-05,9713391700.0,2.45961005,0.524484653,36.1867358,1e-06,4e-06,ff
3e-05,0.4125,1.65,1.01354287,6.58278605e-05,2.78306781e-06,2.12227514e-05,2.96315967e-05,6.46219463e-05,9174451770.0,2.1808459,0.601042871,38.3124734,1e-06,4e-06,ff
5e-06,0.825,1.65,0.516821231,2.9007569e-05,1.90750876e-05,5.6012605e-05,5.18402204e-06,2.97446725e-05,2908092480.0,5.73775965,0.308178769,2.57292185,1e-06,4e-06,ff
1e-05,0.825,1.65,0.655401722,4.12703107e-05,1.90750876e-05,5.6012605e-05,1.01512789e-05,4.17497778e-05,2071873500.0,4.11276041,0.169598278,3.61136656,1e-06,4e-06,ff
1.5e-05,0.825,1.65,0.762510796,4.98312571e-05,1.90750876e-05,5.6012605e-05,1.50759628e-05,5.00349889e-05,1728795390.0,3.31885862,0.0624892042,4.32803946,1e-06,4e-06,ff
2e-05,0.825,1.65,0.854288385,5.63629202e-05,1.90750876e-05,5.6012605e-05,1.99600469e-05,5.62501827e-05,1537777370.0,2.8181388,0.0292883853,4.86565532,1e-06,4e-06,ff
2.5e-05,0.825,1.65,0.936984653,6.1573635e-05,1.90750876e-05,5.6012605e-05,2.4815498e-05,6.10364483e-05,1417190230.0,2.45961005,0.111984653,5.27966853,1e-06,4e-06,ff
3e-05,0.825,1.65,1.01354287,6.58278605e-05,1.90750876e-05,5.6012605e-05,2.96315967e-05,6.46219463e-05,1338558540.0,2.1808459,0.188542871,5.58981504,1e-06,4e-06,ff
5e-06,1.2375,1.65,0.516821231,2.9007569e-05,4.69095333e-05,7.63846391e-05,5.18402204e-06,2.97446725e-05,1182534010.0,5.73775965,0.720678769,1.04624169,1e-06,4e-06,ff
1e-05,1.2375,1.65,0.655401722,4.12703107e-05,4.69095333e-05,7.63846391e-05,1.01512789e-05,4.17497778e-05,842497583.0,4.11276041,0.582098278,1.46851031,1e-06,4e-06,ff
1.5e-05,1.2375,1.65,0.762510796,4.98312571e-05,4.69095333e-05,7.63846391e-05,1.50759628e-05,5.00349889e-05,702989801.0,3.31885862,0.474989204,1.75993505,1e-06,4e-06,ff
2e-05,1.2375,1.65,0.854288385,5.63629202e-05,4.69095333e-05,7.63846391e-05,1.99600469e-05,5.62501827e-05,625315070.0,2.8181388,0.383211615,1.97854881,1e-06,4e-06,ff
2.5e-05,1.2375,1.65,0.936984653,6.1573635e-05,4.69095333e-05,7.63846391e-05,2.4815498e-05,6.10364483e-05,576280041.0,2.45961005,0.300515347,2.14690134,1e-06,4e-06,ff
3e-05,1.2375,1.65,1.01354287,6.58278605e-05,4.69095333e-05,7.63846391e-05,2.96315967e-05,6.46219463e-05,544305594.0,2.1808459,0.223957129,2.27301796,1e-06,4e-06,ff
5e-06,1.65,1.65,0.516821231,2.9007569e-05,8.03041126e-05,8.37039934e-05,5.18402204e-06,2.97446725e-05,690775564.0,5.73775965,1.13317877,0.611160599,1e-06,4e-06,ff
1e-05,1.65,1.65,0.655401722,4.12703107e-05,8.03041126e-05,8.37039934e-05,1.01512789e-05,4.17497778e-05,492143766.0,4.11276041,0.994598278,0.857828213,1e-06,4e-06,ff
1.5e-05,1.65,1.65,0.762510796,4.98312571e-05,8.03041126e-05,8.37039934e-05,1.50759628e-05,5.00349889e-05,410650493.0,3.31885862,0.887489204,1.02806356,1e-06,4e-06,ff
2e-05,1.65,1.65,0.854288385,5.63629202e-05,8.03041126e-05,8.37039934e-05,1.99600469e-05,5.62501827e-05,365276909.0,2.8181388,0.795711615,1.15576648,1e-06,4e-06,ff
2.5e-05,1.65,1.65,0.936984653,6.1573635e-05,8.03041126e-05,8.37039934e-05,2.4815498e-05,6.10364483e-05,336633167.0,2.45961005,0.713015347,1.25410936,1e-06,4e-06,ff
3e-05,1.65,1.65,1.01354287,6.58278605e-05,8.03041126e-05,8.37039934e-05,2.96315967e-05,6.46219463e-05,317955340.0,2.1808459,0.636457129,1.32778021,1e-06,4e-06,ff
5e-06,0.4125,1.6,0.516820924,2.90075408e-05,2.7729796e-06,2.11771069e-05,5.18401289e-06,2.97446447e-05,19398338000.0,5.73776442,0.104320924,17.162561,1e-06,4e-06,ff
1e-05,0.4125,1.6,0.655401722,4.12703107e-05,2.7729796e-06,2.11771069e-05,1.01512789e-05,4.17497778e-05,13820353100.0,4.11276041,0.242901722,24.0894829,1e-06,4e-06,ff
1.5e-05,0.4125,1.6,0.762510796,4.98312571e-05,2.7729796e-06,2.11771069e-05,1.50759628e-05,5.00349889e-05,11531863700.0,3.31885862,0.350010796,28.8700221,1e-06,4e-06,ff
2e-05,0.4125,1.6,0.854288385,5.63629202e-05,2.7729796e-06,2.11771069e-05,1.99600469e-05,5.62501827e-05,10257685300.0,2.8181388,0.441788385,32.4561682,1e-06,4e-06,ff
2.5e-05,0.4125,1.6,0.936984653,6.1573635e-05,2.7729796e-06,2.11771069e-05,2.4815498e-05,6.10364483e-05,9453313370.0,2.45961005,0.524484653,35.2178276,1e-06,4e-06,ff
3e-05,0.4125,1.6,1.01354287,6.58278605e-05,2.7729796e-06,2.11771069e-05,2.96315967e-05,6.46219463e-05,8928803690.0,2.1808459,0.601042871,37.286648,1e-06,4e-06,ff
