i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,GmoverId,vswing,Ron_into_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.441656353,7.58963353e-05,6.2414144e-06,9.17560804e-05,6.59821983e-06,9.16312078e-05,2885077700.0,13.8872621,0.0291563528,24.2239152,1e-06,2e-07,tt
1e-05,0.4125,1.65,0.489859122,0.000121730793,6.2414144e-06,9.17560804e-05,1.20809798e-05,0.000137341779,1924856060.0,11.3684304,0.0773591223,36.3081059,1e-06,2e-07,tt
1.5e-05,0.4125,1.65,0.523807882,0.000158843189,6.2414144e-06,9.17560804e-05,1.7360633e-05,0.000174227622,1517343530.0,10.0357874,0.111307882,46.0593637,1e-06,2e-07,tt
2e-05,0.4125,1.65,0.550942886,0.000190582206,6.2414144e-06,9.17560804e-05,2.2511447e-05,0.000205644237,1285536410.0,9.13509633,0.138442886,54.3647592,1e-06,2e-07,tt
2.5e-05,0.4125,1.65,0.574154571,0.000218754868,6.2414144e-06,9.17560804e-05,2.76057232e-05,0.000233398738,1132667460.0,8.45472284,0.161654571,61.7020267,1e-06,2e-07,tt
3e-05,0.4125,1.65,0.59469332,0.000244193903,6.2414144e-06,9.17560804e-05,3.26551628e-05,0.000258339074,1023318500.0,7.91112497,0.18219332,68.2953325,1e-06,2e-07,tt
5e-06,0.825,1.65,0.441656024,7.58960554e-05,0.000139457537,0.00055699755,6.59818971e-06,9.16309276e-05,129121889.0,13.887283,0.383343976,1.08413668,1e-06,2e-07,tt
1e-05,0.825,1.65,0.489859122,0.000121730793,0.000139457537,0.00055699755,1.20809798e-05,0.000137341779,86146827.1,11.3684304,0.335140878,1.62496728,1e-06,2e-07,tt
1.5e-05,0.825,1.65,0.523807882,0.000158843189,0.000139457537,0.00055699755,1.7360633e-05,0.000174227622,67908626.3,10.0357874,0.301192118,2.06138429,1e-06,2e-07,tt
2e-05,0.825,1.65,0.550942886,0.000190582206,0.000139457537,0.00055699755,2.2511447e-05,0.000205644237,57534111.5,9.13509633,0.274057114,2.43309181,1e-06,2e-07,tt
2.5e-05,0.825,1.65,0.574154571,0.000218754868,0.000139457537,0.00055699755,2.76057232e-05,0.000233398738,50692469.7,8.45472284,0.250845429,2.76147081,1e-06,2e-07,tt
3e-05,0.825,1.65,0.59469332,0.000244193903,0.000139457537,0.00055699755,3.26551628e-05,0.000258339074,45798563.4,7.91112497,0.23030668,3.05655385,1e-06,2e-07,tt
5e-06,1.2375,1.65,0.441656024,7.58960554e-05,0.000418797924,0.000744345587,6.59818971e-06,9.16309276e-05,42996919.4,13.887283,0.795843976,0.361011891,1e-06,2e-07,tt
1e-05,1.2375,1.65,0.489859122,0.000121730793,0.000418797924,0.000744345587,1.20809798e-05,0.000137341779,28686446.7,11.3684304,0.747640878,0.541105679,1e-06,2e-07,tt
1.5e-05,1.2375,1.65,0.523807882,0.000158843189,0.000418797924,0.000744345587,1.7360633e-05,0.000174227622,22613220.4,10.0357874,0.713692118,0.68643028,1e-06,2e-07,tt
2e-05,1.2375,1.65,0.550942886,0.000190582206,0.000418797924,0.000744345587,2.2511447e-05,0.000205644237,19158560.8,9.13509633,0.686557114,0.810206955,1e-06,2e-07,tt
2.5e-05,1.2375,1.65,0.574154571,0.000218754868,0.000418797924,0.000744345587,2.76057232e-05,0.000233398738,16880329.5,8.45472284,0.663345429,0.919555461,1e-06,2e-07,tt
