i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,GmoverId,vswing,Ron_into_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.498853005,7.65223225e-05,2.04985899e-06,4.58815566e-05,6.28086077e-06,8.92168222e-05,9022215730.0,14.2045534,0.0863530054,71.8136016,1e-06,2e-07,ss
1e-05,0.4125,1.65,0.547041641,0.000121875027,2.04985899e-06,4.58815566e-05,1.1627031e-05,0.000134030749,6005587720.0,11.5275128,0.134541641,107.885828,1e-06,2e-07,ss
1.5e-05,0.4125,1.65,0.581156453,0.000158285112,2.04985899e-06,4.58815566e-05,1.68034666e-05,0.000169870929,4738500120.0,10.1092788,0.168656453,136.734787,1e-06,2e-07,ss
2e-05,0.4125,1.65,0.608546001,0.000189135043,2.04985899e-06,4.58815566e-05,2.18679457e-05,0.000200086898,4022919160.0,9.14978029,0.196046001,161.056631,1e-06,2e-07,ss
2.5e-05,0.4125,1.65,0.632064745,0.000216248612,2.04985899e-06,4.58815566e-05,2.68839311e-05,0.000226500225,3553786380.0,8.42511553,0.219564745,182.3176,1e-06,2e-07,ss
3e-05,0.4125,1.65,0.652953031,0.000240490882,2.04985899e-06,4.58815566e-05,3.18606714e-05,0.000249992624,3219828670.0,7.84643302,0.240453031,201.227417,1e-06,2e-07,ss
5e-06,0.825,1.65,0.498853005,7.65223225e-05,0.000103072955,0.000456456236,6.28086077e-06,8.92168223e-05,179428930.0,14.2045534,0.326146995,1.42818994,1e-06,2e-07,ss
1e-05,0.825,1.65,0.547041641,0.000121875027,0.000103072955,0.000456456236,1.1627031e-05,0.000134030749,119435870.0,11.5275128,0.277958359,2.14557481,1e-06,2e-07,ss
1.5e-05,0.825,1.65,0.581156453,0.000158285112,0.000103072955,0.000456456236,1.68034666e-05,0.000169870929,94236719.0,10.1092788,0.243843547,2.71930725,1e-06,2e-07,ss
2e-05,0.825,1.65,0.608546001,0.000189135043,0.000103072955,0.000456456236,2.18679457e-05,0.000200086898,80005633.2,9.14978029,0.216453999,3.20300688,1e-06,2e-07,ss
2.5e-05,0.825,1.65,0.632064745,0.000216248612,0.000103072955,0.000456456236,2.68839311e-05,0.000226500225,70675775.1,8.42511553,0.192935255,3.6258335,1e-06,2e-07,ss
3e-05,0.825,1.65,0.652953031,0.000240490882,0.000103072955,0.000456456236,3.18606714e-05,0.000249992624,64034205.3,7.84643302,0.172046969,4.00190167,1e-06,2e-07,ss
5e-06,1.2375,1.65,0.498853005,7.65223225e-05,0.00033496538,0.000619348337,6.28086077e-06,8.92168223e-05,55212482.0,14.2045534,0.738646995,0.439471556,1e-06,2e-07,ss
1e-05,1.2375,1.65,0.547041641,0.000121875027,0.00033496538,0.000619348337,1.1627031e-05,0.000134030749,36751881.5,11.5275128,0.690458359,0.660219677,1e-06,2e-07,ss
1.5e-05,1.2375,1.65,0.581156453,0.000158285112,0.00033496538,0.000619348337,1.68034666e-05,0.000169870929,28997793.9,10.1092788,0.656343547,0.836764183,1e-06,2e-07,ss
2e-05,1.2375,1.65,0.608546001,0.000189135043,0.00033496538,0.000619348337,2.18679457e-05,0.000200086898,24618714.3,9.14978029,0.628953999,0.98560449,1e-06,2e-07,ss
2.5e-05,1.2375,1.65,0.632064745,0.000216248612,0.00033496538,0.000619348337,2.68839311e-05,0.000226500225,21747802.6,8.42511553,0.605435255,1.11571343,1e-06,2e-07,ss
3e-05,1.2375,1.65,0.652953031,0.000240490882,0.00033496538,0.000619348337,3.18606714e-05,0.000249992624,19704110.1,7.84643302,0.584546969,1.23143421,1e-06,2e-07,ss
5e-06,1.65,1.65,0.498853005,7.65223225e-05,0.000592313088,0.000616024342,6.28086077e-06,8.92168223e-05,31223807.8,14.2045534,1.15114699,0.248530312,1e-06,2e-07,ss
1e-05,1.65,1.65,0.547041641,0.000121875027,0.000592313088,0.000616024342,1.1627031e-05,0.000134030749,20783954.0,11.5275128,1.10295836,0.37336797,1e-06,2e-07,ss
1.5e-05,1.65,1.65,0.581156453,0.000158285112,0.000592313088,0.000616024342,1.68034666e-05,0.000169870929,16398856.1,10.1092788,1.06884355,0.473207563,1e-06,2e-07,ss
2e-05,1.65,1.65,0.608546001,0.000189135043,0.000592313088,0.000616024342,2.18679457e-05,0.000200086898,13922395.4,9.14978029,1.041454,0.557379854,1e-06,2e-07,ss
2.5e-05,1.65,1.65,0.632064745,0.000216248612,0.000592313088,0.000616024342,2.68839311e-05,0.000226500225,12298835.0,8.42511553,1.01793525,0.630959166,1e-06,2e-07,ss
3e-05,1.65,1.65,0.652953031,0.000240490882,0.000592313088,0.000616024342,3.18606714e-05,0.000249992624,11143084.4,7.84643302,0.997046969,0.69640168,1e-06,2e-07,ss
5e-06,0.4125,1.6,0.498853005,7.65223225e-05,2.01008856e-06,4.50528528e-05,6.28086077e-06,8.92168222e-05,8921914150.0,14.2045534,0.0863530054,71.015237,1e-06,2e-07,ss
1e-05,0.4125,1.6,0.547041641,0.000121875027,2.01008856e-06,4.50528528e-05,1.1627031e-05,0.000134030749,5938822530.0,11.5275128,0.134541641,106.686442,1e-06,2e-07,ss
1.5e-05,0.4125,1.6,0.581156453,0.000158285112,2.01008856e-06,4.50528528e-05,1.68034666e-05,0.000169870929,4685821370.0,10.1092788,0.168656453,135.214682,1e-06,2e-07,ss
2e-05,0.4125,1.6,0.608546001,0.000189135043,2.01008856e-06,4.50528528e-05,2.18679457e-05,0.000200086898,3978195650.0,9.14978029,0.196046001,159.266136,1e-06,2e-07,ss
2.5e-05,0.4125,1.6,0.632064745,0.000216248612,2.01008856e-06,4.50528528e-05,2.68839311e-05,0.000226500225,3514278310.0,8.42511553,0.219564745,180.290743,1e-06,2e-07,ss
3e-05,0.4125,1.6,0.652953031,0.000240490882,2.01008856e-06,4.50528528e-05,3.18606714e-05,0.000249992624,3184033260.0,7.84643302,0.240453031,198.990336,1e-06,2e-07,ss
5e-06,0.825,1.6,0.498853005,7.65223225e-05,0.000102455974,0.000454866821,6.28086077e-06,8.92168223e-05,175039452.0,14.2045534,0.326146995,1.39325127,1e-06,2e-07,ss
1e-05,0.825,1.6,0.547041641,0.000121875027,0.000102455974,0.000454866821,1.1627031e-05,0.000134030749,116514038.0,11.5275128,0.277958359,2.09308632,1e-06,2e-07,ss
1.5e-05,0.825,1.6,0.581156453,0.000158285112,0.000102455974,0.000454866821,1.68034666e-05,0.000169870929,91931349.3,10.1092788,0.243843547,2.6527832,1e-06,2e-07,ss
2e-05,0.825,1.6,0.608546001,0.000189135043,0.000102455974,0.000454866821,2.18679457e-05,0.000200086898,78048407.1,9.14978029,0.216453999,3.12464979,1e-06,2e-07,ss
