i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,GmoverId,vswing,Ron_into_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.742488414,1.8200262e-05,8.68015626e-07,7.26446804e-06,5.02460914e-06,1.82713733e-05,104036375000.0,3.63637704,0.329988414,34.731824,1e-06,1e-05,tt
1e-05,0.4125,1.65,0.971766987,2.45319446e-05,8.68015626e-07,7.26446804e-06,9.94829131e-06,2.43348777e-05,78113704200.0,2.44613642,0.559266987,46.2578633,1e-06,1e-05,tt
1.5e-05,0.4125,1.65,1.15642221,2.83077308e-05,8.68015626e-07,7.26446804e-06,1.47439588e-05,2.71410959e-05,70037239700.0,1.84082824,0.743922209,51.5921682,1e-06,1e-05,tt
2e-05,0.4125,1.65,1.32224578,3.0764645e-05,8.68015626e-07,7.26446804e-06,1.9217981e-05,2.61166699e-05,72784449500.0,1.35897053,0.909745781,49.6448496,1e-06,1e-05,tt
2.5e-05,0.4125,1.65,1.47740933,3.23758247e-05,8.68015626e-07,7.26446804e-06,2.30026534e-05,2.24676105e-05,84605678800.0,0.976739949,1.06490933,42.7083986,1e-06,1e-05,tt
3e-05,0.4125,1.65,1.62625423,3.34012475e-05,8.68015626e-07,7.26446804e-06,2.60672872e-05,1.8746254e-05,101400922000.0,0.719148635,1.21375423,35.6345188,1e-06,1e-05,tt
5e-06,0.825,1.65,0.742488438,1.82002628e-05,6.83616915e-06,2.11434261e-05,5.02460958e-06,1.82713741e-05,13209912300.0,3.63637687,0.0825115617,4.41003821,1e-06,1e-05,tt
1e-05,0.825,1.65,0.971766987,2.45319446e-05,6.83616915e-06,2.11434261e-05,9.9482913e-06,2.43348777e-05,9918408160.0,2.44613642,0.146766987,5.87354516,1e-06,1e-05,tt
1.5e-05,0.825,1.65,1.15642221,2.83077308e-05,6.83616915e-06,2.11434261e-05,1.47439588e-05,2.71410959e-05,8892907300.0,1.84082824,0.331422209,6.55086309,1e-06,1e-05,tt
2e-05,0.825,1.65,1.32224578,3.0764645e-05,6.83616915e-06,2.11434261e-05,1.9217981e-05,2.61166699e-05,9241731460.0,1.35897053,0.497245781,6.3036043,1e-06,1e-05,tt
2.5e-05,0.825,1.65,1.47740933,3.23758247e-05,6.83616915e-06,2.11434261e-05,2.30026534e-05,2.24676105e-05,10742720000.0,0.976739949,0.652409328,5.42285548,1e-06,1e-05,tt
3e-05,0.825,1.65,1.62625423,3.34012475e-05,6.83616915e-06,2.11434261e-05,2.60672872e-05,1.8746254e-05,12875278900.0,0.719148635,0.801254227,4.52465679,1e-06,1e-05,tt
5e-06,1.2375,1.65,0.742488438,1.82002628e-05,1.75637747e-05,2.98896264e-05,5.02460958e-06,1.82713741e-05,5141559630.0,3.63637687,0.495011562,1.71647426,1e-06,1e-05,tt
1e-05,1.2375,1.65,0.971766987,2.45319446e-05,1.75637747e-05,2.98896264e-05,9.9482913e-06,2.43348777e-05,3860440990.0,2.44613642,0.265733013,2.28610016,1e-06,1e-05,tt
1.5e-05,1.2375,1.65,1.15642221,2.83077308e-05,1.75637747e-05,2.98896264e-05,1.47439588e-05,2.71410959e-05,3461295730.0,1.84082824,0.0810777906,2.54972572,1e-06,1e-05,tt
2e-05,1.2375,1.65,1.32224578,3.0764645e-05,1.75637747e-05,2.98896264e-05,1.9217981e-05,2.61166699e-05,3597065010.0,1.35897053,0.0847457808,2.4534877,1e-06,1e-05,tt
2.5e-05,1.2375,1.65,1.47740933,3.23758247e-05,1.75637747e-05,2.98896264e-05,2.30026534e-05,2.24676105e-05,4181279500.0,0.976739949,0.239909328,2.11068281,1e-06,1e-05,tt
3e-05,1.2375,1.65,1.62625423,3.34012475e-05,1.75637747e-05,2.98896264e-05,2.60672872e-05,1.8746254e-05,5011313680.0,0.719148635,0.388754227,1.76108608,1e-06,1e-05,tt
5e-06,1.65,1.65,0.742488438,1.82002628e-05,3.07921995e-05,3.3524138e-05,5.02460958e-06,1.82713741e-05,2932729610.0,3.63637687,0.907511562,0.979071573,1e-06,1e-05,tt
1e-05,1.65,1.65,0.971766987,2.45319446e-05,3.07921995e-05,3.3524138e-05,9.9482913e-06,2.43348777e-05,2201983520.0,2.44613642,0.678233013,1.30398441,1e-06,1e-05,tt
1.5e-05,1.65,1.65,1.15642221,2.83077308e-05,3.07921995e-05,3.3524138e-05,1.47439588e-05,2.71410959e-05,1974312310.0,1.84082824,0.493577791,1.45435561,1e-06,1e-05,tt
2e-05,1.65,1.65,1.32224578,3.0764645e-05,3.07921995e-05,3.3524138e-05,1.9217981e-05,2.61166699e-05,2051754680.0,1.35897053,0.327754219,1.39946175,1e-06,1e-05,tt
2.5e-05,1.65,1.65,1.47740933,3.23758247e-05,3.07921995e-05,3.3524138e-05,2.30026534e-05,2.24676105e-05,2384988810.0,0.976739949,0.172590672,1.2039269,1e-06,1e-05,tt
3e-05,1.65,1.65,1.62625423,3.34012475e-05,3.07921995e-05,3.3524138e-05,2.60672872e-05,1.8746254e-05,2858437720.0,0.719148635,0.0237457728,1.00451802,1e-06,1e-05,tt
5e-06,0.4125,1.6,0.742488414,1.8200262e-05,8.65398201e-07,7.25151242e-06,5.02460914e-06,1.82713733e-05,101188883000.0,3.63637704,0.329988414,33.7812088,1e-06,1e-05,tt
1e-05,0.4125,1.6,0.971766987,2.45319446e-05,8.65398201e-07,7.25151242e-06,9.94829131e-06,2.43348777e-05,75975720300.0,2.44613642,0.559266987,44.9917787,1e-06,1e-05,tt
1.5e-05,0.4125,1.6,1.15642221,2.83077308e-05,8.65398201e-07,7.25151242e-06,1.47439588e-05,2.71410959e-05,68120310000.0,1.84082824,0.743922209,50.1800828,1e-06,1e-05,tt
2e-05,0.4125,1.6,1.32224578,3.0764645e-05,8.65398201e-07,7.25151242e-06,1.9217981e-05,2.61166699e-05,70792328200.0,1.35897053,0.909745781,48.2860626,1e-06,1e-05,tt
2.5e-05,0.4125,1.6,1.47740933,3.23758247e-05,8.65398201e-07,7.25151242e-06,2.30026534e-05,2.24676105e-05,82290008600.0,0.976739949,1.06490933,41.5394633,1e-06,1e-05,tt
3e-05,0.4125,1.6,1.62625423,3.34012475e-05,8.65398201e-07,7.25151242e-06,2.60672872e-05,1.8746254e-05,98625563200.0,0.719148635,1.21375423,34.6591967,1e-06,1e-05,tt
5e-06,0.825,1.6,0.742488438,1.82002628e-05,6.82715101e-06,2.11253722e-05,5.02460958e-06,1.82713741e-05,12826532500.0,3.63637687,0.0825115617,4.28204949,1e-06,1e-05,tt
1e-05,0.825,1.6,0.971766987,2.45319446e-05,6.82715101e-06,2.11253722e-05,9.9482913e-06,2.43348777e-05,9630554770.0,2.44613642,0.146766987,5.70308234,1e-06,1e-05,tt
