i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,GmoverId,vswing,Ron_into_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.386134504,7.66208691e-05,1.3144319e-05,0.000147490067,6.89436808e-06,9.55638052e-05,1313567570.0,13.8611406,0.0263654956,11.9960782,1e-06,2e-07,ff
1e-05,0.4125,1.65,0.433700711,0.000123158949,1.3144319e-05,0.000147490067,1.25230909e-05,0.000142601853,880279696.0,11.3871132,0.0212007114,17.9007415,1e-06,2e-07,ff
1.5e-05,0.4125,1.65,0.467155121,0.000160824298,1.3144319e-05,0.000147490067,1.79179307e-05,0.000180474367,695553156.0,10.0722774,0.0546551214,22.6548599,1e-06,2e-07,ff
2e-05,0.4125,1.65,0.493870794,0.000193095741,1.3144319e-05,0.000147490067,2.31677023e-05,0.000212790413,589920918.0,9.18478707,0.0813707943,26.7114775,1e-06,2e-07,ff
2.5e-05,0.4125,1.65,0.516703783,0.000221821946,1.3144319e-05,0.000147490067,2.83518599e-05,0.000241429746,519942210.0,8.51548179,0.104203783,30.3065591,1e-06,2e-07,ff
3e-05,0.4125,1.65,0.536887643,0.000247844801,1.3144319e-05,0.000147490067,3.34848928e-05,0.000267258633,469693025.0,7.98146898,0.124387643,33.5488467,1e-06,2e-07,ff
5e-06,0.825,1.65,0.386134427,7.66208016e-05,0.00018254705,0.000656675957,6.89436071e-06,9.55637364e-05,94583635.4,13.8611454,0.438865573,0.863778213,1e-06,2e-07,ff
1e-05,0.825,1.65,0.433700711,0.000123158949,0.00018254705,0.000656675957,1.25230909e-05,0.000142601853,63384629.4,11.3871132,0.391299289,1.28894472,1e-06,2e-07,ff
1.5e-05,0.825,1.65,0.467155121,0.000160824298,0.00018254705,0.000656675957,1.79179307e-05,0.000180474367,50083376.0,10.0722774,0.357844879,1.6312655,1e-06,2e-07,ff
2e-05,0.825,1.65,0.493870794,0.000193095741,0.00018254705,0.000656675957,2.31677023e-05,0.000212790413,42477316.0,9.18478707,0.331129206,1.92336266,1e-06,2e-07,ff
2.5e-05,0.825,1.65,0.516703783,0.000221821946,0.00018254705,0.000656675957,2.83518599e-05,0.000241429746,37438491.9,8.51548179,0.308296217,2.18222689,1e-06,2e-07,ff
3e-05,0.825,1.65,0.536887643,0.000247844801,0.00018254705,0.000656675957,3.34848928e-05,0.000267258633,33820294.3,7.98146898,0.288112357,2.41568814,1e-06,2e-07,ff
5e-06,1.2375,1.65,0.386134427,7.66208016e-05,0.000504313916,0.000848157538,6.89436071e-06,9.55637364e-05,34236540.2,13.8611454,0.851365573,0.312662728,1e-06,2e-07,ff
1e-05,1.2375,1.65,0.433700711,0.000123158949,0.000504313916,0.000848157538,1.25230909e-05,0.000142601853,22943402.5,11.3871132,0.803799289,0.466560707,1e-06,2e-07,ff
1.5e-05,1.2375,1.65,0.467155121,0.000160824298,0.000504313916,0.000848157538,1.79179307e-05,0.000180474367,18128733.5,10.0722774,0.770344879,0.590470928,1e-06,2e-07,ff
2e-05,1.2375,1.65,0.493870794,0.000193095741,0.000504313916,0.000848157538,2.31677023e-05,0.000212790413,15375559.7,9.18478707,0.743629206,0.696201651,1e-06,2e-07,ff
2.5e-05,1.2375,1.65,0.516703783,0.000221821946,0.000504313916,0.000848157538,2.83518599e-05,0.000241429746,13551651.2,8.51548179,0.720796217,0.789903012,1e-06,2e-07,ff
3e-05,1.2375,1.65,0.536887643,0.000247844801,0.000504313916,0.000848157538,3.34848928e-05,0.000267258633,12241968.3,7.98146898,0.700612357,0.874409231,1e-06,2e-07,ff
5e-06,1.65,1.65,0.386134427,7.66208016e-05,0.000853798626,0.000826863483,6.89436071e-06,9.55637364e-05,20222524.5,13.8611454,1.26386557,0.184680743,1e-06,2e-07,ff
1e-05,1.65,1.65,0.433700711,0.000123158949,0.000853798626,0.000826863483,1.25230909e-05,0.000142601853,13551997.9,11.3871132,1.21629929,0.275583785,1e-06,2e-07,ff
1.5e-05,1.65,1.65,0.467155121,0.000160824298,0.000853798626,0.000826863483,1.79179307e-05,0.000180474367,10708113.5,10.0722774,1.18284488,0.348773935,1e-06,2e-07,ff
2e-05,1.65,1.65,0.493870794,0.000193095741,0.000853798626,0.000826863483,2.31677023e-05,0.000212790413,9081894.14,9.18478707,1.15612921,0.411225985,1e-06,2e-07,ff
2.5e-05,1.65,1.65,0.516703783,0.000221821946,0.000853798626,0.000826863483,2.83518599e-05,0.000241429746,8004564.61,8.51548179,1.13329622,0.466572643,1e-06,2e-07,ff
