i-sweep,v(VG),v(VD),v(Vbias),gmrp,Ipeak_unit,gmron_unit,Ibias_unit,gmbias_unit,Ron_Gm_unit,GmoverId,vswing,Ron_into_Gm_unit,width,length,corner
5e-06,0.4125,1.65,0.475203907,4.99240391e-05,3.36347195e-06,3.92883852e-05,5.52795447e-06,5.31695917e-05,9226411260.0,9.61831217,0.0627039068,26.0831152,1e-06,1e-06,ss
1e-05,0.4125,1.65,0.55289468,7.4762783e-05,3.36347195e-06,3.92883852e-05,1.06024092e-05,7.76221556e-05,6319903330.0,7.32118088,0.14039468,38.0786755,1e-06,1e-06,ss
1.5e-05,0.4125,1.65,0.610516883,9.34882543e-05,3.36347195e-06,3.92883852e-05,1.56038114e-05,9.59316599e-05,5113687390.0,6.14796331,0.198016883,47.0606687,1e-06,1e-06,ss
2e-05,0.4125,1.65,0.658325284,0.000108761641,3.36347195e-06,3.92883852e-05,2.0546923e-05,0.000110780511,4428256520.0,5.39158642,0.245825284,54.3449882,1e-06,1e-06,ss
2.5e-05,0.4125,1.65,0.700311455,0.000121774929,3.36347195e-06,3.92883852e-05,2.54640901e-05,0.000123364129,3976557240.0,4.84463133,0.287811455,60.5180647,1e-06,1e-06,ss
3e-05,0.4125,1.65,0.738295548,0.000133118098,3.36347195e-06,3.92883852e-05,3.03587151e-05,0.000134273721,3653466330.0,4.42290527,0.325795548,65.8699236,1e-06,1e-06,ss
5e-06,0.825,1.65,0.475203907,4.99240391e-05,4.60847904e-05,0.000164808895,5.52795447e-06,5.31695917e-05,673384324.0,9.61831217,0.349796093,1.90366118,1e-06,1e-06,ss
1e-05,0.825,1.65,0.55289468,7.4762783e-05,4.60847904e-05,0.000164808895,1.06024092e-05,7.76221556e-05,461254513.0,7.32118088,0.27210532,2.77915025,1e-06,1e-06,ss
1.5e-05,0.825,1.65,0.610516883,9.34882543e-05,4.60847904e-05,0.000164808895,1.56038114e-05,9.59316599e-05,373219536.0,6.14796331,0.214483117,3.43469586,1e-06,1e-06,ss
2e-05,0.825,1.65,0.658325284,0.000108761641,4.60847904e-05,0.000164808895,2.0546923e-05,0.000110780511,323193757.0,5.39158643,0.166674716,3.96633773,1e-06,1e-06,ss
